stage,run,window,overrides,total_return,cagr,sharpe,max_drawdown,profit_multiple_vs_spy,n_trades,win_rate,avg_R,profit_factor,avg_exposure,n_triggered,elapsed_s
vcp_shape,"{""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.12, ""vcp.min_contractions"": 3, ""vcp.vdu_ratio_max"": 0.85}",-0.1846,-0.0156,-0.109,-0.3745,-0.114,187,0.2781,-0.062,0.871,0.3557,187,9.8
vcp_shape,"{""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.12, ""vcp.min_contractions"": 2, ""vcp.vdu_ratio_max"": 1.2}",0.1895,0.0134,0.164,-0.4336,0.117,359,0.3287,0.088,1.055,0.6541,359,11.5
vcp_shape,"{""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.12, ""vcp.min_contractions"": 3, ""vcp.vdu_ratio_max"": 1.2}",-0.2948,-0.0265,-0.168,-0.5033,-0.183,248,0.2823,-0.097,0.835,0.4559,248,9.3
vcp_shape,"{""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.vdu_ratio_max"": 0.7}",0.2871,0.0196,0.22,-0.3492,0.178,255,0.302,0.042,1.126,0.4951,255,12.1
vcp_shape,"{""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 3, ""vcp.vdu_ratio_max"": 0.7}",-0.3829,-0.0365,-0.298,-0.4906,-0.237,211,0.2322,-0.193,0.692,0.3753,211,10.9
vcp_shape,"{""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.vdu_ratio_max"": 0.85}",0.9227,0.0516,0.414,-0.4413,0.572,323,0.3251,0.149,1.249,0.6175,323,15.8
vcp_shape,"{""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 3, ""vcp.vdu_ratio_max"": 0.85}",-0.2785,-0.0248,-0.129,-0.4921,-0.173,284,0.2606,-0.091,0.853,0.5041,284,11.5
vcp_shape,"{""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.vdu_ratio_max"": 1.2}",0.3998,0.0262,0.244,-0.5559,0.248,382,0.3168,0.095,1.092,0.6904,382,14.6
vcp_shape,"{""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 3, ""vcp.vdu_ratio_max"": 1.2}",-0.2573,-0.0226,-0.088,-0.5264,-0.159,347,0.2882,-0.047,0.896,0.6144,347,11.8
vcp_shape,"{""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.12, ""vcp.min_contractions"": 2, ""vcp.vdu_ratio_max"": 0.7}",0.1884,0.0134,0.167,-0.3916,0.117,276,0.3007,0.046,1.075,0.5345,276,14.1
vcp_shape,"{""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.12, ""vcp.min_contractions"": 3, ""vcp.vdu_ratio_max"": 0.7}",-0.4709,-0.0478,-0.403,-0.5467,-0.292,222,0.2207,-0.226,0.63,0.3838,222,10.6
vcp_shape,"{""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.12, ""vcp.min_contractions"": 2, ""vcp.vdu_ratio_max"": 0.85}",1.2537,0.0645,0.467,-0.4234,0.777,347,0.3285,0.142,1.266,0.6413,347,12.9
vcp_shape,"{""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.12, ""vcp.min_contractions"": 3, ""vcp.vdu_ratio_max"": 0.85}",-0.3414,-0.0316,-0.17,-0.5112,-0.212,309,0.2621,-0.083,0.836,0.5338,309,12.0
vcp_shape,"{""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.12, ""vcp.min_contractions"": 2, ""vcp.vdu_ratio_max"": 1.2}",0.5177,0.0326,0.278,-0.5607,0.321,399,0.3158,0.105,1.104,0.7146,399,15.0
vcp_shape,"{""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""vcp.contraction_ratio_max"": 0.9, ""vcp.final_depth_max"": 0.12, ""vcp.min_contractions"": 3, ""vcp.vdu_ratio_max"": 1.2}",-0.1693,-0.0142,-0.018,-0.5354,-0.105,364,0.3104,-0.015,0.938,0.6428,364,12.0
stops,"{""risk.stop_pct"": 0.04, ""risk.stop_use_contraction_low"": tru",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.04, ""risk.stop_use_contraction_low"": true, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.vdu_ratio_max"": 0.85}",1.0764,0.0578,0.494,-0.2916,0.667,290,0.3207,0.274,1.357,0.5287,290,0.1
stops,"{""risk.stop_pct"": 0.04, ""risk.stop_use_contraction_low"": fal",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.04, ""risk.stop_use_contraction_low"": false, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.vdu_ratio_max"": 0.85}",0.9103,0.0511,0.445,-0.3264,0.564,290,0.3172,0.256,1.298,0.5272,290,0.1
stops,"{""risk.stop_pct"": 0.06, ""risk.stop_use_contraction_low"": tru",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.06, ""risk.stop_use_contraction_low"": true, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.vdu_ratio_max"": 0.85}",1.6493,0.0779,0.62,-0.2843,1.022,263,0.384,0.289,1.527,0.5471,263,0.1
stops,"{""risk.stop_pct"": 0.06, ""risk.stop_use_contraction_low"": fal",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.06, ""risk.stop_use_contraction_low"": false, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.vdu_ratio_max"": 0.85}",1.5213,0.0738,0.593,-0.2991,0.943,259,0.3938,0.257,1.482,0.5519,259,0.1
stops,"{""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": tru",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": true, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.vdu_ratio_max"": 0.85}",1.891,0.0851,0.665,-0.2584,1.172,256,0.4023,0.277,1.622,0.5558,256,0.1
stops,"{""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": fal",IS,"{""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": false, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.vdu_ratio_max"": 0.85}",1.6973,0.0794,0.626,-0.2845,1.052,257,0.4086,0.222,1.559,0.5608,257,0.1
market,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 200,",IS,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 200, ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": true, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.setup_max_active_days"": 20, ""vcp.vdu_ratio_max"": 0.85}",1.4389,0.071,0.577,-0.3458,0.892,255,0.3804,0.207,1.473,0.5344,255,11.6
market,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 200,",IS,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 200, ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": true, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.setup_max_active_days"": 40, ""vcp.vdu_ratio_max"": 0.85}",1.891,0.0851,0.665,-0.2584,1.172,256,0.4023,0.277,1.622,0.5558,256,0.1
market,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 100,",IS,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 100, ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": true, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.setup_max_active_days"": 20, ""vcp.vdu_ratio_max"": 0.85}",1.7084,0.0797,0.642,-0.3445,1.059,232,0.3793,0.251,1.574,0.5067,232,0.1
market,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 100,",IS,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 100, ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": true, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.setup_max_active_days"": 40, ""vcp.vdu_ratio_max"": 0.85}",2.0278,0.089,0.691,-0.2561,1.256,239,0.4017,0.303,1.714,0.5291,239,0.1
market,"{""entry.market_filter"": false, ""entry.market_filter_ma"": 200",IS,"{""entry.market_filter"": false, ""entry.market_filter_ma"": 200, ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": true, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.setup_max_active_days"": 20, ""vcp.vdu_ratio_max"": 0.85}",1.3546,0.0681,0.555,-0.3593,0.839,264,0.375,0.211,1.444,0.5666,264,0.1
market,"{""entry.market_filter"": false, ""entry.market_filter_ma"": 200",IS,"{""entry.market_filter"": false, ""entry.market_filter_ma"": 200, ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": true, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.setup_max_active_days"": 40, ""vcp.vdu_ratio_max"": 0.85}",1.6296,0.0772,0.611,-0.2724,1.01,271,0.3801,0.247,1.532,0.585,271,0.1
validate,winner_OOS,OOS,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 100, ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": true, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.setup_max_active_days"": 40, ""vcp.vdu_ratio_max"": 0.85}",0.9874,0.0744,0.547,-0.2948,0.346,249,0.3494,0.204,1.604,0.6314,249,0.2
validate,winner_FULL,FULL,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 100, ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""risk.max_positions"": 5, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": true, ""vcp.contraction_ratio_max"": 0.75, ""vcp.final_depth_max"": 0.08, ""vcp.min_contractions"": 2, ""vcp.setup_max_active_days"": 40, ""vcp.vdu_ratio_max"": 0.85}",5.1124,0.0835,0.632,-0.2951,0.559,486,0.3724,0.248,1.648,0.5731,486,0.3
