n_trades,win_rate,profit_factor,expectancy_pct,avg_win_pct,avg_loss_pct,total_return_pct,ann_return_pct,max_dd_pct,sharpe,avg_bars_held,score,timeframe,require_above_vwap,momentum_mode,momentum_lookback,momentum_min_gain_atr,hod_dist_atr,hod_day_gain_atr,relvol_min,pullback_def,min_pullback_bars,max_pullback_bars,pullback_hold_ema,max_retrace_atr,market_filter,in_play_filter,in_play_gain_adr,in_play_relvol,rsi_filter,rsi_min,rsi_max,macd_filter,macd_rising,stop_mode,stop_atr_mult,stop_pct,stop_cap_pct,target_mode,target_rr,target_pct,trail_mode,trail_atr_mult,trail_pct,trail_activate_rr,entry_start_min,entry_end_min,eod_exit_min,intrabar,sizing_mode,risk_per_trade_pct,pos_leverage_cap,max_concurrent
46,34.78260869565217,0.4933676044820983,-0.10803591762987559,0.3024709617033001,-0.32697291994090266,-9.648810300780097,-78.62885996741521,-9.648810300780095,-7.956047757468643,4.065217391304348,-36.47321545117015,1m,True,surge,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4
157,43.94904458598726,0.8605028237222635,-0.02228407176544405,0.3127749715404267,-0.28500082163027457,-9.923415655585933,-78.25627832960572,-10.071117903703785,-4.642766093605236,4.127388535031847,-34.958974607437824,1m,True,surge,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4
100,37.0,0.9033671738849444,-0.029392981156683113,0.7426454702667677,-0.4828123891355352,-10.07499177091048,-78.78441072705635,-15.699167271879325,-4.088326477990253,7.71,-37.92457540685014,1m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4
95,31.57894736842105,0.8744573328140668,-0.042284119838239785,0.9326676608255291,-0.4922618647599793,-10.192988908422562,-79.18724638222557,-17.13797432662798,-3.9231962018007436,15.010526315789473,-38.761976071736555,1m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4
44,20.454545454545453,0.6809019704827725,-0.11096351624722707,1.1575795504544566,-0.43716030482766,-10.560647806692158,-81.68396454218541,-16.193044738786845,-5.739050419133295,10.886363636363637,-41.65717017608558,1m,True,surge,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,3.0,1.0,none,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4
65,21.53846153846154,0.6662175644334672,-0.12281679703446906,1.138140000738038,-0.46896180034456914,-10.768864241551778,-82.3218329431193,-15.637582091074043,-3.4824515847763435,20.076923076923077,-38.5876552870888,1m,True,either,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,3.0,1.0,none,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4
102,29.41176470588235,0.9231662621278364,-0.02159336321374046,0.8821189864415884,-0.39814017557012754,-10.930209328623942,-81.54711385481899,-17.742376482986863,-3.5980566565228354,6.303921568627451,-39.80139757011737,1m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4
80,43.75,0.7320226902287481,-0.07932348720375103,0.4952793955431245,-0.5262368404513208,-11.67753096664076,-83.68302918189492,-13.20954904989257,-8.056220754232658,6.3625,-38.282305491587046,1m,True,surge,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.0,1.0,none,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4
73,20.54794520547945,0.9152571113677007,-0.02838728731237644,1.4920911094115634,-0.4216144588789127,-11.815462918834251,-84.05114109500866,-20.897824084515793,-4.015125235772931,11.068493150684931,-42.264374961092145,1m,True,surge,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,3.0,1.0,none,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4
75,28.0,0.7421722606038245,-0.07804157538030881,0.8023116042619206,-0.42040114524117583,-12.391897745596758,-86.62806830074581,-15.01211456631861,-5.315105896004066,6.173333333333333,-39.89795502875606,1m,True,either,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4
76,34.21052631578947,0.7293311381329537,-0.0812046970321377,0.6395991142907567,-0.45602267892004295,-12.40588169594895,-86.66049247808974,-12.405881695948949,-7.241141024950087,5.7368421052631575,-38.608822543923424,1m,True,either,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4
80,46.25,0.6262067048681579,-0.0750029726053407,0.2716770454004232,-0.37330903461030035,-12.488276672528942,-85.73843946305557,-13.29125678109028,-10.691113264860283,3.0875,-39.13390506307408,1m,True,surge,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,1.0,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4
104,34.61538461538461,0.8417462103286427,-0.0405842725045462,0.6236137106910006,-0.39221849890218863,-13.024992092748612,-86.96354941477603,-16.35483818185263,-5.831326152712924,4.730769230769231,-41.202411183674926,1m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4
72,27.77777777777778,0.6032295658264245,-0.1338335807546867,0.7325055424739093,-0.46704093584260825,-13.876382743737691,-89.68859753795404,-15.354457377880884,-6.254728483073421,12.597222222222221,-41.55361143267813,1m,True,either,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4
158,51.89873417721519,0.7032105848568766,-0.04056313561762402,0.18518753261679116,-0.2841362250284404,-13.885211586314139,-88.72452134318534,-13.945016010310567,-7.155111534915412,2.740506329113924,-40.85771959146942,1m,True,surge,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,1.0,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4
