timeframe,require_above_vwap,momentum_mode,momentum_lookback,momentum_min_gain_atr,hod_dist_atr,hod_day_gain_atr,relvol_min,pullback_def,min_pullback_bars,max_pullback_bars,pullback_hold_ema,max_retrace_atr,market_filter,in_play_filter,in_play_gain_adr,in_play_relvol,rsi_filter,rsi_min,rsi_max,macd_filter,macd_rising,stop_mode,stop_atr_mult,stop_pct,stop_cap_pct,target_mode,target_rr,target_pct,trail_mode,trail_atr_mult,trail_pct,trail_activate_rr,entry_start_min,entry_end_min,eod_exit_min,intrabar,sizing_mode,risk_per_trade_pct,pos_leverage_cap,max_concurrent,train_ret,train_pf,train_n,val_ret,val_pf,val_n,robust,combo_score
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-12.030615812289136,0.2938991375248064,25,0.09377509800834183,1.264345865555005,5,False,-12.030615812289136
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-12.030615812289136,0.2938991375248064,25,0.29157766345881964,1.322727603380606,5,False,-12.030615812289136
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-12.323445427587053,0.2668756905625191,24,1.1845324603412033,2.463342538020877,4,False,-12.323445427587053
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-12.323445427587053,0.2668756905625191,24,1.3844905504918348,2.5770884853501355,4,False,-12.323445427587053
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-12.659662332783439,0.29175317789080735,27,0.09377509800834183,1.264345865555005,5,False,-12.659662332783439
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-12.659662332783439,0.29175317789080735,27,0.29157766345881964,1.322727603380606,5,False,-12.659662332783439
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-12.659662332783439,0.29175317789080735,27,0.09377509800834183,1.264345865555005,5,False,-12.659662332783439
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-12.659662332783439,0.29175317789080735,27,0.29157766345881964,1.322727603380606,5,False,-12.659662332783439
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-13.073020872744712,0.6681752303037634,65,-5.028291105539873,0.6360389360542452,28,False,-13.073020872744712
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-0.9250328472077629,0.9825258841151202,68,-6.609295300779772,0.5655662417318601,21,False,-13.218590601559544
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-1.4441963524110202,0.9611616605271749,68,-6.609295300779772,0.5655662417318601,21,False,-13.218590601559544
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-3.2134221388522843,0.9155427291278455,71,-6.614639289547942,0.5732666447655369,23,False,-13.229278579095883
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-13.236048115518596,0.24655530522741098,25,1.1845324603412033,2.463342538020877,4,False,-13.236048115518596
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-13.236048115518596,0.24655530522741098,25,1.3844905504918348,2.5770884853501355,4,False,-13.236048115518596
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-13.236048115518596,0.24655530522741098,25,1.1845324603412033,2.463342538020877,4,False,-13.236048115518596
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-13.236048115518596,0.24655530522741098,25,1.3844905504918348,2.5770884853501355,4,False,-13.236048115518596
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-13.864645241215712,0.6383715648317565,63,-4.030694678487345,0.6449083993062098,25,False,-13.864645241215712
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-13.924023735237922,0.6376718280631067,63,-2.442460219185272,0.7479256057912008,25,False,-13.924023735237922
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-13.990791918871547,0.653389439921687,68,-3.969471740042496,0.6804330813878371,29,False,-13.990791918871547
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-14.101471386373243,0.6481569362148684,64,-3.1701891560973583,0.7439153953459303,28,False,-14.101471386373243
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-12.001270304639055,0.8030897970638753,114,-7.243350202981425,0.5489770699714493,29,False,-14.48670040596285
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-11.034663368243901,0.8164299964609902,113,-7.243350202981425,0.5489770699714493,29,False,-14.48670040596285
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-3.7205942375473144,0.8956349995854114,71,-7.264911936994933,0.543459923187996,23,False,-14.529823873989866
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-11.406165881740815,0.818041158645405,114,-7.300954395654058,0.547050346879473,29,False,-14.601908791308116
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-10.433022122995562,0.8316297165019169,113,-7.300954395654058,0.547050346879473,29,False,-14.601908791308116
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-14.756167451968027,0.638179908216423,67,-1.8001647749747773,0.8002554532250289,29,False,-14.756167451968027
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-14.852357889695211,0.5969153690180934,62,-4.035557581681537,0.6389038689600377,23,False,-14.852357889695211
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-15.162649058976852,0.5861117782118527,62,-2.1281685803874684,0.7601884906068705,23,False,-15.162649058976852
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-0.9250328472077629,0.9825258841151202,68,-7.632385894311056,0.5333910341765612,22,False,-15.264771788622111
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-1.4441963524110202,0.9611616605271749,68,-7.632385894311056,0.5333910341765612,22,False,-15.264771788622111
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-3.2134221388522843,0.9155427291278455,71,-7.637671339944118,0.5427395079149372,24,False,-15.275342679888237
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-15.93199939454718,0.5772425698334055,66,-3.97433774549133,0.6768488881051868,27,False,-15.93199939454718
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-15.934904902993075,0.5740389606597334,64,-5.033103459083465,0.6302725848868413,26,False,-15.934904902993075
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-15.989789536413667,0.571020162348242,66,-1.4838039154052574,0.8137137703402684,27,False,-15.989789536413667
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-16.241251103626897,0.5639052028703359,64,-2.85824197084662,0.754604363020956,26,False,-16.241251103626897
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-3.7205942375473144,0.8956349995854114,71,-8.28082028240381,0.5145200300345024,24,False,-16.56164056480762
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-11.421052756282313,0.9751936859031352,291,-8.468968582976888,0.8765576321891464,133,False,-16.937937165953777
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-1.5319279440462963,1.0665029433348046,315,-8.802045799726843,0.8846307707370172,151,False,-17.604091599453685
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-21.22671660627493,0.9143430381669873,316,-9.799089743434674,0.8647662230346573,144,False,-21.22671660627493
15m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-22.74164902522041,0.6510084691267619,104,0.921038619292136,1.057973096811879,42,False,-22.74164902522041
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-23.01193102757726,0.38383020487557235,65,-8.496066044077665,0.28929095648351955,25,False,-23.01193102757726
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-23.01193102757726,0.38383020487557235,65,-8.04317585273855,0.30747638589602205,25,False,-23.01193102757726
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-10.52389035561615,0.8391895375036301,123,-11.569145969314587,0.4137267718371094,35,False,-23.138291938629173
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-9.918794932336372,0.8536800556075578,123,-11.624063734940403,0.4122932045403257,35,False,-23.248127469880806
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-23.268206399149904,0.3715053425206907,64,-6.944641201612156,0.31317681900468297,23,False,-23.268206399149904
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-23.268206399149904,0.3715053425206907,64,-6.484072377635308,0.33286376326616446,23,False,-23.268206399149904
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-23.495203736457583,0.3772895207649741,68,-8.255757672554898,0.3198248688712695,27,False,-23.495203736457583
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-23.495203736457583,0.3772895207649741,68,-7.801678097331899,0.3371890473128918,27,False,-23.495203736457583
15m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-23.50202628969129,0.6649795657520801,105,-1.7107502144687259,0.9491506738122135,44,False,-23.50202628969129
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-23.740496355056308,0.37825317334334063,68,-9.825988845712752,0.2962691539603779,28,False,-23.740496355056308
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-23.740496355056308,0.37825317334334063,68,-9.379680983308125,0.31245462163116483,28,False,-23.740496355056308
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-23.802704637138827,0.38864288037604205,71,-9.785323498079846,0.29811459798301654,29,False,-23.802704637138827
15m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-23.802704637138827,0.38864288037604205,71,-9.338814366327819,0.3143000656538034,29,False,-23.802704637138827
15m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-24.11373461277271,0.6406976573943768,108,2.3352594410113614,1.091759303357175,43,False,-24.11373461277271
15m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-24.21093122381136,0.6581486283524092,111,2.0066345861374346,1.0714386367041826,45,False,-24.21093122381136
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-24.243756301987883,0.3568222512663947,66,-8.29711249033206,0.3178450299216073,26,False,-24.243756301987883
15m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-24.243756301987883,0.3568222512663947,66,-7.843237596924668,0.3352092083632296,26,False,-24.243756301987883
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-21.171976327996322,0.9058272741177672,303,-12.241011702806471,0.8461037700906401,139,False,-24.482023405612942
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-19.339995544851906,0.9473185956496051,346,-12.345782117493142,0.8440210480737015,163,False,-24.691564234986284
15m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-24.74153789765462,0.6117852521191285,101,-1.7265943344668577,0.8307920691487721,39,False,-24.74153789765462
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-11.496046832491036,0.8261072712915174,124,-12.53790164182086,0.4010080472911046,36,False,-25.07580328364172
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-10.897525761149506,0.8403718942824638,124,-12.592217786015404,0.3996185504988353,36,False,-25.184435572030807
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-16.012572267625004,0.9576219460323387,325,-12.840058193708781,0.8438923516445308,156,False,-25.680116387417563
15m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-25.82450019481041,0.5791879102056454,100,-1.4099964601635873,0.8426541232592801,37,False,-25.82450019481041
15m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-25.846605530990917,0.6097129038317256,108,-3.449723770348845,0.8650079019360654,47,False,-25.846605530990917
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-11.8401685383148,0.8149789043109703,130,-13.23175155579449,0.41458140110177105,41,False,-26.46350311158898
15m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-27.34253781477898,0.5523146184324158,105,-2.8919687431967156,0.7854145749909579,42,False,-27.34253781477898
15m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-27.499515073645032,0.5717348973553569,106,-1.4801991649036617,0.9460324502346035,45,False,-27.499515073645032
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-12.43235766916082,0.8014562471022868,130,-13.782403820497013,0.4010963324259492,41,False,-27.564807640994026
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-15.292743676375409,0.9900759693710548,356,-14.05262466947379,0.8467712956362763,175,False,-28.10524933894758
15m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-28.10669034674068,0.5838011757747461,115,-0.3901392475426424,0.9639561491416248,48,False,-28.10669034674068
15m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-28.175699698278866,0.5270453514362466,104,-2.896889347277354,0.7866144505751913,40,False,-28.175699698278866
