timeframe,require_above_vwap,momentum_mode,momentum_lookback,momentum_min_gain_atr,hod_dist_atr,hod_day_gain_atr,relvol_min,pullback_def,min_pullback_bars,max_pullback_bars,pullback_hold_ema,max_retrace_atr,market_filter,in_play_filter,in_play_gain_adr,in_play_relvol,rsi_filter,rsi_min,rsi_max,macd_filter,macd_rising,stop_mode,stop_atr_mult,stop_pct,stop_cap_pct,target_mode,target_rr,target_pct,trail_mode,trail_atr_mult,trail_pct,trail_activate_rr,entry_start_min,entry_end_min,eod_exit_min,intrabar,sizing_mode,risk_per_trade_pct,pos_leverage_cap,max_concurrent,train_ret,train_pf,train_n,val_ret,val_pf,val_n,robust,combo_score
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,0.5369417201651627,1.0746522610417022,325,-14.107697186159186,0.8626643600423844,164,False,-28.21539437231837
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-12.798023674130409,0.8031102944092059,131,-14.182293465573991,0.4033600797132224,42,False,-28.364586931147983
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-6.628357995281764,1.026283557537308,298,-14.332115759270048,0.838889947702309,147,False,-28.664231518540095
15m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-28.98549059558301,0.5590204009206711,110,-0.39518662293419604,0.971508586843103,46,False,-28.98549059558301
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,690,955,pessimistic,risk,1.0,2.0,4,-13.383778679695713,0.7897845688540858,131,-14.726913361700456,0.3902400064017751,42,False,-29.453826723400912
15m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-30.23472543426482,0.4035663612560988,106,-9.21233620749321,0.4399852643465591,41,False,-30.23472543426482
15m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-30.37561449910958,0.40194364472355737,106,-8.76299112855895,0.4531601340129886,41,False,-30.37561449910958
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-10.400961196969583,0.9774368940301693,281,-15.205018153238514,0.8203907409853394,132,False,-30.41003630647703
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-10.151976171329213,0.9461685294935543,205,-15.21318535884183,0.7771062251984557,91,False,-30.42637071768366
15m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-30.739444086232513,0.40607008338825323,108,-10.72595389502763,0.4169467394477334,43,False,-30.739444086232513
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-3.306680468166001,1.022373976661958,196,-15.439302282035893,0.7744760971130574,90,False,-30.878604564071786
15m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-30.879313885556858,0.40448337635642007,108,-10.28410032574204,0.4294317460950011,43,False,-30.879313885556858
15m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-31.983654646890326,0.3871836020005023,109,-9.764391166784392,0.498970258879576,46,False,-31.983654646890326
15m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-32.12101179699981,0.3856241752039201,109,-9.317778432409895,0.511510692840339,46,False,-32.12101179699981
15m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-32.534867998268034,0.3905496362169044,114,-10.997504453059449,0.4682158196926801,48,False,-32.534867998268034
15m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-32.67111198808267,0.38905658822421335,114,-10.556994897947547,0.4803541098495619,48,False,-32.67111198808267
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-1.9160992859694415,1.05141216017847,202,-16.558796201321037,0.7925233130360388,98,False,-33.117592402642074
15m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-33.3642233220936,0.37325470537872546,113,-13.047050283887874,0.4224910223281828,48,False,-33.3642233220936
15m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-33.4987924515035,0.3717630057368762,113,-12.875216256142464,0.4265183886121702,48,False,-33.4987924515035
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-16.256535549542907,0.9648537506657301,340,-16.885990733320465,0.8115004381084259,167,False,-33.77198146664093
15m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-34.50225984995504,0.38439795125530674,118,-12.481359702407469,0.44553458481542974,50,False,-34.50225984995504
15m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-34.63453074570689,0.3829655659135433,118,-12.048194350530784,0.457084873887177,50,False,-34.63453074570689
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-2.3570784095311215,1.0349425463503403,205,-17.32419365091482,0.7430256447690838,96,False,-34.64838730182964
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-9.594578521954578,0.9484394085717883,191,-17.633882874270512,0.6952578349936861,81,False,-35.267765748541024
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-10.121589471000359,0.9604241790147251,211,-17.893953012326524,0.7397413560778187,98,False,-35.78790602465305
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-9.745337071168613,0.9569946009171811,215,-18.07667948579912,0.7304767958201293,98,False,-36.15335897159824
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-3.7939037103924655,1.0572105518836885,311,-18.59737711913283,0.8084338757566896,159,False,-37.19475423826566
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,1.3892989479735496,1.0894499200264185,209,-18.873802044164158,0.726272679471135,104,False,-37.747604088328316
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-6.4211604395604915,0.9936982067859186,184,-19.186807911115334,0.6688797499197178,80,False,-38.37361582223067
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-10.55519267617261,0.9437269481178173,197,-19.949616734079466,0.6583815790841194,86,False,-39.89923346815893
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-8.239444959039076,0.9902090672835642,220,-20.1066454984286,0.7066741765570073,106,False,-40.2132909968572
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,none,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-7.274432378455642,0.9896427127530836,189,-20.651624417851487,0.6458660571284411,84,False,-41.30324883570297
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-36.260443716769885,0.6283862982840909,206,-22.196788038596328,0.5024930726665038,91,False,-44.393576077192655
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-37.774708112650615,0.6097948109652984,206,-22.63324857336002,0.4973744957068117,91,False,-45.26649714672004
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-36.108414894148055,0.6459911926529867,217,-24.188435390546516,0.5034444627059778,98,False,-48.37687078109303
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-37.489427396292676,0.6292456227457808,217,-24.613723180042022,0.49857737262975466,98,False,-49.227446360084045
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-34.76668142712725,0.6279434004534148,192,-24.803150515950968,0.4003569184736487,81,False,-49.606301031901936
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-37.16789371450923,0.6203151197231423,212,-24.8667652918371,0.4858312245086566,98,False,-49.7335305836742
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-33.179216125737,0.648043466784492,192,-24.919191385893036,0.39645455944498176,81,False,-49.83838277178607
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-35.25540633145864,0.6312646385010485,199,-25.68330526112288,0.41681458772076047,86,False,-51.36661052224576
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-33.67983424421921,0.6508626307385318,199,-25.797987910301522,0.41306658219867565,86,False,-51.595975820603044
5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-38.66059976730215,0.6022955080006857,212,-25.80849002203901,0.47157318630125233,98,False,-51.61698004407802
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-36.28999175365669,0.6512681657866468,223,-27.485132537416433,0.4817212104515553,107,False,-54.97026507483287
5m,True,either,4,1.0,1.0,2.0,1.3,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-37.66707948366322,0.6348729157455251,223,-28.39403848645592,0.46830820554797487,107,False,-56.78807697291184
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-53.672105606438,0.6064350092572857,340,-34.2108669664052,0.4607660338035721,159,False,-68.4217339328104
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-52.62533033032055,0.594231231401045,313,-34.634902195461194,0.42219705440797645,142,False,-69.26980439092239
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-55.0143531464913,0.5894429587210155,337,-35.53786783527988,0.4418299568164978,158,False,-71.07573567055977
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-52.81207872536689,0.5873200383706872,311,-35.62643092234574,0.4044836500452528,141,False,-71.25286184469148
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-55.6202535809577,0.5762704843649012,330,-35.86555021705752,0.43628724116477824,152,False,-71.73110043411504
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-56.56854636450031,0.5981535607474374,360,-36.55527936360161,0.46137551763943935,170,False,-73.11055872720323
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.5,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-55.49533030880838,0.5740335281645832,324,-36.70699067494914,0.4211823745004963,151,False,-73.41398134989828
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.4,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-56.462299324497025,0.5912545101372877,354,-38.407919949821576,0.4389559577906357,170,False,-76.81583989964315
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-57.85802833065905,0.5767965791914819,353,-39.09493333609798,0.43511250770936194,171,False,-78.18986667219596
5m,True,either,4,1.5,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-58.55492817225586,0.5645509457510636,351,-40.84888716129874,0.4108724746816276,170,False,-81.69777432259748
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.2,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-58.054645454546396,0.5931220396637699,371,-41.02218630123947,0.4462575549172766,184,False,-82.04437260247894
5m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,False,99.0,False,True,0.3,1.2,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,1.5,1.0,pct,1.5,0.4,1.0,575,930,955,pessimistic,risk,1.0,2.0,4,-57.724460350227645,0.5891887478071332,368,-43.897252412104514,0.41244305664364644,183,False,-87.79450482420903
