stage,run,window,overrides,total_return,cagr,sharpe,max_drawdown,profit_multiple_vs_spy,n_trades,win_rate,avg_R,profit_factor,avg_exposure,n_triggered,elapsed_s
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.442,0.1606,1.093,-0.1645,11.151,276,0.3841,0.433,1.734,0.6442,276,0.7
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.7205,0.0808,0.57,-0.2415,0.565,473,0.3171,0.128,1.267,0.8063,473,1.5
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.2886,0.1481,1.024,-0.1808,9.964,252,0.4286,0.452,1.693,0.6526,252,0.7
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.7886,0.0868,0.606,-0.1875,0.618,421,0.361,0.156,1.315,0.8189,421,1.4
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.2199,0.1423,1.016,-0.1524,9.433,321,0.296,0.294,1.701,0.6237,321,0.8
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.9874,0.1033,0.726,-0.2614,0.774,521,0.2495,0.153,1.353,0.7965,521,1.4
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.9772,0.1204,0.874,-0.1558,7.556,287,0.331,0.306,1.588,0.6346,287,0.7
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.0084,0.105,0.737,-0.2489,0.79,480,0.2708,0.154,1.362,0.8093,480,1.4
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.1135,0.1329,0.913,-0.2392,8.61,221,0.3348,0.382,1.639,0.6658,221,0.6
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.2883,0.0369,0.308,-0.331,0.226,371,0.2776,0.161,1.121,0.8254,371,1.2
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.2894,0.1481,0.996,-0.2528,9.97,216,0.3426,0.455,1.708,0.6665,216,0.6
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.1729,0.0231,0.223,-0.2389,0.136,351,0.2678,0.097,1.083,0.8257,351,1.2
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.7323,0.096,0.7,-0.2139,5.663,284,0.2218,0.177,1.42,0.644,284,0.6
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.7213,0.0808,0.596,-0.2778,0.565,435,0.2069,0.165,1.318,0.8126,435,1.3
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.959,0.1187,0.844,-0.2153,7.415,271,0.2288,0.246,1.533,0.6459,271,0.6
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.4481,0.0544,0.427,-0.2873,0.351,416,0.1947,0.115,1.206,0.8128,416,1.3
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.9517,0.118,0.807,-0.2493,7.359,191,0.2984,0.414,1.571,0.6851,191,0.6
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.5886,0.0685,0.496,-0.2151,0.461,289,0.2526,0.229,1.303,0.8366,289,1.2
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.9517,0.118,0.807,-0.2493,7.359,191,0.2984,0.414,1.571,0.6851,191,0.6
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.3586,0.0448,0.361,-0.2404,0.281,290,0.2414,0.177,1.198,0.8335,290,1.4
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.3265,0.1512,1.035,-0.2133,10.257,247,0.2227,0.366,1.813,0.6497,247,0.7
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.6573,0.075,0.56,-0.2367,0.515,369,0.1734,0.242,1.357,0.8274,369,1.4
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.3265,0.1512,1.035,-0.2133,10.257,247,0.2227,0.366,1.813,0.6497,247,0.7
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.6573,0.075,0.56,-0.2367,0.515,369,0.1734,0.242,1.357,0.8274,369,1.4
exposure,"{""risk.max_positions"": 4, ""risk.risk_per_trade"": 0.02, ""risk",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 4, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.9506,0.1179,0.783,-0.231,7.351,248,0.2984,0.213,1.361,0.621,248,0.6
exposure,"{""risk.max_positions"": 4, ""risk.risk_per_trade"": 0.02, ""risk",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 4, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.5717,0.0669,0.457,-0.4368,0.448,370,0.2703,0.121,1.147,0.7965,370,1.2
exposure,"{""risk.max_positions"": 4, ""risk.risk_per_trade"": 0.02, ""risk",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 4, ""risk.max_weight"": 0.35, ""risk.risk_per_trade"": 0.02, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.0828,0.1302,0.819,-0.2236,8.373,231,0.29,0.195,1.391,0.6319,231,0.6
exposure,"{""risk.max_positions"": 4, ""risk.risk_per_trade"": 0.02, ""risk",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 4, ""risk.max_weight"": 0.35, ""risk.risk_per_trade"": 0.02, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.1865,0.1185,0.69,-0.3278,0.93,357,0.2661,0.165,1.316,0.8078,357,1.3
exposure,"{""risk.max_positions"": 4, ""risk.risk_per_trade"": 0.03, ""risk",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 4, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.03, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.9506,0.1179,0.783,-0.231,7.351,248,0.2984,0.213,1.361,0.621,248,0.6
exposure,"{""risk.max_positions"": 4, ""risk.risk_per_trade"": 0.03, ""risk",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 4, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.03, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.5717,0.0669,0.457,-0.4368,0.448,370,0.2703,0.121,1.147,0.7965,370,1.2
exposure,"{""risk.max_positions"": 4, ""risk.risk_per_trade"": 0.03, ""risk",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 4, ""risk.max_weight"": 0.35, ""risk.risk_per_trade"": 0.03, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.9873,0.1214,0.767,-0.2262,7.635,214,0.3037,0.214,1.369,0.6361,214,0.6
exposure,"{""risk.max_positions"": 4, ""risk.risk_per_trade"": 0.03, ""risk",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 4, ""risk.max_weight"": 0.35, ""risk.risk_per_trade"": 0.03, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.7656,0.0848,0.523,-0.4395,0.6,345,0.2609,0.132,1.193,0.8121,345,1.2
exposure,"{""risk.max_positions"": 6, ""risk.risk_per_trade"": 0.02, ""risk",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 6, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.2506,0.1449,0.969,-0.1707,9.671,293,0.3174,0.272,1.523,0.6253,293,0.6
exposure,"{""risk.max_positions"": 6, ""risk.risk_per_trade"": 0.02, ""risk",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 6, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.02, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.0661,0.1094,0.701,-0.3475,0.836,470,0.2915,0.213,1.279,0.7975,470,1.2
exposure,"{""risk.max_positions"": 6, ""risk.risk_per_trade"": 0.02, ""risk",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 6, ""risk.max_weight"": 0.35, ""risk.risk_per_trade"": 0.02, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.1141,0.133,0.836,-0.2236,8.615,263,0.3118,0.267,1.394,0.6312,263,0.6
exposure,"{""risk.max_positions"": 6, ""risk.risk_per_trade"": 0.02, ""risk",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 6, ""risk.max_weight"": 0.35, ""risk.risk_per_trade"": 0.02, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.8362,0.0909,0.555,-0.4098,0.655,402,0.2736,0.163,1.213,0.8107,402,1.2
exposure,"{""risk.max_positions"": 6, ""risk.risk_per_trade"": 0.03, ""risk",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 6, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.03, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.2506,0.1449,0.969,-0.1707,9.671,293,0.3174,0.272,1.523,0.6253,293,0.6
exposure,"{""risk.max_positions"": 6, ""risk.risk_per_trade"": 0.03, ""risk",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 6, ""risk.max_weight"": 0.25, ""risk.risk_per_trade"": 0.03, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.0661,0.1094,0.701,-0.3475,0.836,470,0.2915,0.213,1.279,0.7975,470,1.2
exposure,"{""risk.max_positions"": 6, ""risk.risk_per_trade"": 0.03, ""risk",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""risk.max_positions"": 6, ""risk.max_weight"": 0.35, ""risk.risk_per_trade"": 0.03, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.9797,0.1206,0.768,-0.2261,7.576,243,0.3086,0.239,1.372,0.6377,243,0.6
