stage,run,window,overrides,total_return,cagr,sharpe,max_drawdown,profit_multiple_vs_spy,n_trades,win_rate,avg_R,profit_factor,avg_exposure,n_triggered,elapsed_s
geometry,"{""vcp.swing_window"": 2, ""vcp.pivot_max_below_base_high"": 0.1",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 30, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",0.3656,0.0456,0.406,-0.2132,0.286,538,0.2677,0.107,1.149,0.6442,538,11.4
geometry,"{""vcp.swing_window"": 3, ""vcp.pivot_max_below_base_high"": 0.0",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.05, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.7316,0.0959,0.786,-0.1228,5.657,355,0.3014,0.167,1.446,0.5742,355,6.6
geometry,"{""vcp.swing_window"": 3, ""vcp.pivot_max_below_base_high"": 0.0",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.05, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.2323,0.1218,0.844,-0.2391,0.966,609,0.2874,0.195,1.344,0.7763,609,10.2
geometry,"{""vcp.swing_window"": 3, ""vcp.pivot_max_below_base_high"": 0.0",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 30, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.05, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.2165,0.0332,0.328,-0.1902,1.674,305,0.2787,0.077,1.163,0.4901,305,5.9
geometry,"{""vcp.swing_window"": 3, ""vcp.pivot_max_below_base_high"": 0.0",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 30, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.05, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.4128,0.0507,0.434,-0.3106,0.323,533,0.2627,0.11,1.156,0.6898,533,8.8
geometry,"{""vcp.swing_window"": 3, ""vcp.pivot_max_below_base_high"": 0.1",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.379,0.1555,1.177,-0.118,10.664,387,0.3075,0.238,1.635,0.5909,387,6.7
geometry,"{""vcp.swing_window"": 3, ""vcp.pivot_max_below_base_high"": 0.1",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.2558,0.1235,0.845,-0.2821,0.984,639,0.2723,0.158,1.324,0.7829,639,11.6
geometry,"{""vcp.swing_window"": 3, ""vcp.pivot_max_below_base_high"": 0.1",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 30, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.6364,0.0856,0.721,-0.1386,4.921,326,0.3037,0.196,1.419,0.5229,326,6.5
geometry,"{""vcp.swing_window"": 3, ""vcp.pivot_max_below_base_high"": 0.1",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 30, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.2606,0.0337,0.309,-0.3778,0.204,552,0.25,0.089,1.098,0.7066,552,9.8
geometry,"{""vcp.swing_window"": 5, ""vcp.pivot_max_below_base_high"": 0.0",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.05, ""vcp.swing_window"": 5, ""vcp.vdu_ratio_max"": 1.0}",0.2309,0.0353,0.364,-0.1441,1.785,293,0.2765,0.087,1.166,0.4994,293,4.9
geometry,"{""vcp.swing_window"": 5, ""vcp.pivot_max_below_base_high"": 0.0",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.05, ""vcp.swing_window"": 5, ""vcp.vdu_ratio_max"": 1.0}",0.2716,0.035,0.333,-0.3797,0.213,474,0.2722,0.089,1.125,0.7114,474,7.6
geometry,"{""vcp.swing_window"": 5, ""vcp.pivot_max_below_base_high"": 0.0",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 30, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.05, ""vcp.swing_window"": 5, ""vcp.vdu_ratio_max"": 1.0}",0.0526,0.0086,0.134,-0.2259,0.407,261,0.272,0.032,1.045,0.4606,261,4.8
geometry,"{""vcp.swing_window"": 5, ""vcp.pivot_max_below_base_high"": 0.0",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 30, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.05, ""vcp.swing_window"": 5, ""vcp.vdu_ratio_max"": 1.0}",0.5479,0.0645,0.572,-0.2739,0.429,419,0.3055,0.167,1.274,0.6955,419,7.2
geometry,"{""vcp.swing_window"": 5, ""vcp.pivot_max_below_base_high"": 0.1",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 5, ""vcp.vdu_ratio_max"": 1.0}",0.1135,0.0181,0.212,-0.1487,0.877,326,0.2761,0.078,1.075,0.5167,326,5.3
geometry,"{""vcp.swing_window"": 5, ""vcp.pivot_max_below_base_high"": 0.1",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 5, ""vcp.vdu_ratio_max"": 1.0}",0.2483,0.0323,0.306,-0.3716,0.195,498,0.2631,0.081,1.11,0.7347,498,8.2
geometry,"{""vcp.swing_window"": 5, ""vcp.pivot_max_below_base_high"": 0.1",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 30, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 5, ""vcp.vdu_ratio_max"": 1.0}",0.145,0.0228,0.261,-0.2371,1.121,279,0.276,0.072,1.114,0.4729,279,5.1
geometry,"{""vcp.swing_window"": 5, ""vcp.pivot_max_below_base_high"": 0.1",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 30, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 5, ""vcp.vdu_ratio_max"": 1.0}",0.3722,0.0463,0.418,-0.3063,0.292,441,0.2857,0.13,1.174,0.6985,441,7.5
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.8964,0.1126,0.786,-0.2311,6.931,220,0.3955,0.445,1.684,0.646,220,0.7
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.9676,0.1017,0.664,-0.1881,0.758,388,0.3531,0.275,1.449,0.8236,388,1.4
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.6869,0.0911,0.66,-0.2535,5.311,207,0.4155,0.337,1.553,0.6537,207,0.7
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.7244,0.0811,0.561,-0.1835,0.568,346,0.3728,0.217,1.384,0.8347,346,1.4
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.8576,0.1088,0.798,-0.1761,6.632,260,0.3,0.333,1.738,0.6179,260,0.7
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.7762,0.0857,0.593,-0.2859,0.608,427,0.2436,0.141,1.354,0.8113,427,1.4
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.5025,0.0703,0.542,-0.2061,3.886,237,0.3376,0.298,1.42,0.6374,237,0.6
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.4098,0.0504,0.384,-0.3066,0.321,396,0.2601,0.109,1.193,0.8206,396,1.2
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.6052,0.0821,0.584,-0.2467,4.68,165,0.297,0.284,1.577,0.6795,165,0.7
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.3599,0.045,0.331,-0.2884,0.282,273,0.293,0.172,1.245,0.8467,273,1.3
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.6504,0.0872,0.609,-0.2327,5.03,148,0.3108,0.37,1.66,0.6849,148,0.6
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.1604,0.0215,0.209,-0.343,0.126,277,0.2924,0.165,1.113,0.8433,277,1.3
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.3019,0.045,0.374,-0.2917,2.334,208,0.226,0.089,1.329,0.6428,208,0.5
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.6105,0.0706,0.483,-0.3156,0.478,331,0.1964,0.251,1.345,0.8372,331,1.2
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.3496,0.0513,0.411,-0.264,2.703,188,0.2447,0.263,1.382,0.6505,188,0.6
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.2476,0.0322,0.274,-0.3117,0.194,322,0.2019,0.226,1.159,0.8356,322,1.2
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.753,0.184,1.039,-0.2238,13.556,77,0.2987,2.185,3.413,0.7339,77,0.5
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.6615,0.0754,0.499,-0.3326,0.518,155,0.2387,0.502,1.602,0.8666,155,1.2
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.753,0.184,1.039,-0.2238,13.556,77,0.2987,2.185,3.413,0.7339,77,0.7
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.6615,0.0754,0.499,-0.3326,0.518,155,0.2387,0.502,1.602,0.8666,155,1.4
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.0551,0.1276,0.759,-0.3171,8.159,131,0.1832,0.809,2.417,0.696,131,0.6
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.4482,0.0544,0.404,-0.2732,0.351,226,0.1549,0.267,1.455,0.8632,226,1.4
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2004,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",1.0551,0.1276,0.759,-0.3171,8.159,131,0.1832,0.809,2.417,0.696,131,0.7
exits,"{""exit.target_R"": 0.0, ""exit.trail_ma"": 200, ""exit.breakeven",IS2010,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""rs"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 0.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 200, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.1, ""vcp.min_contractions"": 2, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 3, ""vcp.vdu_ratio_max"": 1.0}",0.4482,0.0544,0.404,-0.2732,0.351,226,0.1549,0.267,1.455,0.8632,226,1.4
