score,total_return_pct,ann_return_pct,n_trades,win_rate,profit_factor,expectancy_pct,max_dd_pct,sharpe,avg_bars_held,timeframe,require_above_vwap,momentum_mode,momentum_lookback,momentum_min_gain_atr,hod_dist_atr,hod_day_gain_atr,relvol_min,pullback_def,min_pullback_bars,max_pullback_bars,pullback_hold_ema,market_filter,rsi_filter,rsi_min,rsi_max,macd_filter,macd_rising,stop_mode,stop_atr_mult,stop_pct,stop_cap_pct,target_mode,target_rr,target_pct,trail_mode,trail_atr_mult,trail_pct,trail_activate_rr,entry_start_min,entry_end_min,eod_exit_min,sizing_mode,risk_per_trade_pct,pos_leverage_cap,max_concurrent
-4.041329866404316,2.899261123673491,14.116322160347284,72,40.27777777777778,1.1495532116703167,0.06055008327006339,-13.881181980155613,0.44210654899795615,5.152777777777778,15m,True,either,4,1.0,1.0,2.0,1.3,lower_high,1,3,False,True,True,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-4.231296995468637,2.9672630348623885,14.465174717582595,63,39.682539682539684,1.222695342938906,0.0926411090938748,-14.39712006066205,0.5045047087289617,5.555555555555555,15m,True,either,4,1.0,1.0,2.0,1.3,lower_high,1,2,False,True,False,50.0,80.0,True,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-4.235966741054273,-0.3880134071893804,-1.7801715460528222,57,40.35087719298246,1.060744310407683,0.026982460345761957,-7.695906667729786,-0.7080156806685979,5.456140350877193,15m,True,surge,4,1.5,1.0,2.0,1.3,lower_high,1,2,False,False,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-4.275104396858665,2.231670496000593,10.735594017115924,48,39.583333333333336,1.2345685228193588,0.09337952459081326,-11.013549785718515,0.32653427014303005,5.125,15m,True,surge,4,1.0,1.0,2.0,1.3,lower_high,1,3,True,True,True,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-4.312019666627904,-0.46503380768397884,-2.1042113721309597,54,50.0,1.0838647677221012,0.033699609931035504,-7.693971717887852,-0.1047473418827229,2.0925925925925926,30m,True,either,4,1.0,1.0,2.0,1.0,red_or_lh,1,3,True,True,True,50.0,80.0,True,False,atr,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-4.330716472754245,2.605857420499591,12.620688833326943,72,40.27777777777778,1.1072146637858629,0.045995502642202195,-13.873147786507673,0.3945264729753771,5.388888888888889,15m,True,either,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,True,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-4.608035689374681,1.3783709384888265,6.529240095291677,50,40.0,1.1386816849693524,0.05822665869976434,-11.972813255727015,0.07502232262503096,5.04,15m,True,surge,4,1.0,1.0,2.0,1.3,lower_high,1,3,True,True,False,50.0,80.0,True,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-4.7236396662657985,1.664856388278091,7.927259450362589,59,38.983050847457626,1.0727416468175917,0.030424264385606536,-12.776992109087779,0.1544024918633131,5.372881355932203,15m,True,either,4,1.0,1.0,2.0,1.3,lower_high,1,3,True,True,True,50.0,80.0,True,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-4.826034614519423,-0.8961345192514125,-4.073730500914796,66,40.90909090909091,1.003182271760597,0.0014060564473481738,-7.859800190536021,-0.6789095759803906,5.090909090909091,15m,True,surge,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,False,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-4.890360039798949,1.839928466809515,8.788643126252493,66,39.39393939393939,1.0733492752176783,0.031278918010259636,-13.460577013216929,0.20806034266301007,5.287878787878788,15m,True,either,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,True,True,50.0,80.0,True,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
