symbol,entry_time,exit_time,entry,exit,ret_pct,bars_held,reason,risk_pct,taken
ANET,2026-08-03 10:33:00-04:00,2026-08-03 10:44:00-04:00,180.0298,179.16,-0.5431465183611361,11,stop,0.48314651836113615,True
ORCL,2026-08-03 10:39:00-04:00,2026-08-03 10:58:00-04:00,136.76,136.27,-0.41829279080367565,19,stop,0.35829279080367565,True
CSCO,2026-08-03 10:54:00-04:00,2026-08-03 10:54:00-04:00,115.8,115.605,-0.22839641642150907,0,stop,0.16839641642150904,True
GOOG,2026-08-03 11:10:00-04:00,2026-08-03 11:24:00-04:00,369.56,371.78,0.5407153738063735,14,target,0.20023845793545783,True
CRWD,2026-08-03 11:14:00-04:00,2026-08-03 11:18:00-04:00,197.51,196.87,-0.3840317539301715,4,stop,0.32403175393017153,True
GOOG,2026-08-03 11:27:00-04:00,2026-08-03 11:35:00-04:00,372.0989,373.4456,0.30191510837894564,8,target,0.12063836945964854,True
GOOGL,2026-08-03 11:46:00-04:00,2026-08-03 11:57:00-04:00,375.4,374.55,-0.286429690110634,11,stop,0.22642969011063405,True
QCOM,2026-08-03 11:57:00-04:00,2026-08-03 12:12:00-04:00,149.325,149.16,-0.170500096945028,15,stop,0.11050009694502799,True
ANET,2026-08-03 11:58:00-04:00,2026-08-03 11:58:00-04:00,181.305,181.59,0.09718863109385718,0,target,0.052396210364619056,True
BA,2026-08-03 12:34:00-04:00,2026-08-03 13:14:00-04:00,227.83,229.48,0.6642426639216262,40,target,0.24141422130720874,True
MSFT,2026-08-03 13:21:00-04:00,2026-08-03 13:40:00-04:00,489.3,488.71,-0.18058191578072783,19,stop,0.12058191578072784,True
BA,2026-08-03 13:35:00-04:00,2026-08-03 14:29:00-04:00,230.12,231.575,0.5722740352045568,54,target,0.21075801173485226,True
HPE,2026-08-03 13:49:00-04:00,2026-08-03 13:53:00-04:00,49.8399,49.9896,0.24035934061945927,4,target,0.10011978020648642,True
ETN,2026-08-03 13:50:00-04:00,2026-08-03 15:15:00-04:00,434.45,433.68,-0.23723782805605106,85,stop,0.17723782805605107,True
GOOG,2026-08-03 13:52:00-04:00,2026-08-03 13:54:00-04:00,373.96,373.555,-0.16830296085260602,2,stop,0.10830296085260604,True
QCOM,2026-08-03 14:07:00-04:00,2026-08-03 14:08:00-04:00,150.61,150.46,-0.15959821840082927,1,stop,0.09959821840082929,True
BA,2026-08-03 14:38:00-04:00,2026-08-03 14:45:00-04:00,232.11,232.8,0.23728151456502705,7,target,0.09909383818834235,True
CRWD,2026-08-03 14:56:00-04:00,2026-08-03 15:07:00-04:00,202.28,202.04,-0.1786480203845741,11,stop,0.1186480203845741,True
ORCL,2026-08-03 15:19:00-04:00,2026-08-03 15:30:00-04:00,140.39,142.31,1.3076409011683825,11,target,0.4558803003894608,True
CRWD,2026-08-03 15:19:00-04:00,2026-08-03 15:24:00-04:00,202.44,201.99,-0.28228447543066243,5,stop,0.22228447543066246,True
MSFT,2026-08-03 15:26:00-04:00,2026-08-03 15:26:00-04:00,490.02,489.55,-0.15591694168898065,0,stop,0.09591694168898066,True
NET,2026-08-04 09:43:00-04:00,2026-08-04 09:44:00-04:00,290.73,289.145,-0.60518021351467,1,stop,0.5451802135146699,True
MRK,2026-08-04 09:58:00-04:00,2026-08-04 10:06:00-04:00,129.595,129.07,-0.4651119685279543,8,stop,0.4051119685279543,True
NET,2026-08-04 10:11:00-04:00,2026-08-04 10:33:00-04:00,295.865,298.6985,0.8976997718351802,22,target,0.3192332572783934,True
SHOP,2026-08-04 10:45:00-04:00,2026-08-04 10:46:00-04:00,120.25,120.08,-0.2013734128058032,1,stop,0.14137341280580323,True
VLO,2026-08-04 10:58:00-04:00,2026-08-04 11:03:00-04:00,310.46,310.0,-0.20816801627240733,5,stop,0.14816801627240733,True
MRVL,2026-08-04 11:23:00-04:00,2026-08-04 11:23:00-04:00,218.06,217.5,-0.3168139672954767,0,stop,0.25681396729547673,True
ROKU,2026-08-04 11:42:00-04:00,2026-08-04 11:44:00-04:00,146.425,146.35,-0.11121576180282741,2,stop,0.051215761802827414,True
PFE,2026-08-04 11:47:00-04:00,2026-08-04 11:55:00-04:00,25.39,25.51,0.41260990630731287,8,target,0.15753663543577096,True
PFE,2026-08-04 12:02:00-04:00,2026-08-04 12:12:00-04:00,25.61,25.545,-0.3138074007253027,10,stop,0.2538074007253028,True
ORCL,2026-08-04 12:11:00-04:00,2026-08-04 12:21:00-04:00,146.61,147.18,0.32881403688134847,10,target,0.1296046789604495,True
ANET,2026-08-04 12:19:00-04:00,2026-08-04 13:09:00-04:00,193.9787,193.575,-0.2681143450160358,50,stop,0.20811434501603582,True
MRVL,2026-08-04 12:22:00-04:00,2026-08-04 12:25:00-04:00,220.39,219.65,-0.3957689569890368,3,stop,0.3357689569890368,True
PANW,2026-08-04 12:27:00-04:00,2026-08-04 12:29:00-04:00,361.0,360.29,-0.256676581887238,2,stop,0.19667658188723802,True
BMY,2026-08-04 12:43:00-04:00,2026-08-04 15:55:00-04:00,65.57,66.09,0.7330437679705506,192,eod,0.5795342755838931,True
AMZN,2026-08-04 13:23:00-04:00,2026-08-04 13:25:00-04:00,279.21,278.895,-0.17282311305540782,2,stop,0.1128231130554078,True
ARM,2026-08-04 13:29:00-04:00,2026-08-04 13:35:00-04:00,278.15,279.6801,0.490085268840706,6,target,0.18336175628023532,True
IONQ,2026-08-04 13:45:00-04:00,2026-08-04 13:51:00-04:00,41.67,41.545,-0.359974904473361,6,stop,0.299974904473361,True
PLTR,2026-08-04 13:50:00-04:00,2026-08-04 13:50:00-04:00,164.08,163.8131,-0.22266604943093432,0,stop,0.16266604943093432,True
PANW,2026-08-04 14:02:00-04:00,2026-08-04 14:33:00-04:00,360.14,361.64,0.35651383868682485,31,target,0.13883794622894158,True
MS,2026-08-04 14:31:00-04:00,2026-08-04 15:17:00-04:00,218.0751,217.8,-0.18614757169576104,46,stop,0.12614757169576105,True
ARM,2026-08-04 15:03:00-04:00,2026-08-04 15:05:00-04:00,282.47,281.79,-0.30073828186910684,2,stop,0.24073828186910687,True
ASTS,2026-08-04 15:03:00-04:00,2026-08-04 15:03:00-04:00,70.9576,70.865,-0.1905023234141172,0,stop,0.1305023234141172,True
GILD,2026-08-04 15:09:00-04:00,2026-08-04 15:12:00-04:00,133.07,132.955,-0.14642159976930125,3,stop,0.08642159976930124,True
PANW,2026-08-04 15:16:00-04:00,2026-08-04 15:55:00-04:00,363.87,366.0,0.5253779465705423,39,eod,0.3682570315179894,True
UNH,2026-08-05 11:41:00-04:00,2026-08-05 11:41:00-04:00,412.01,411.81,-0.108540733424245,0,stop,0.048540733424244996,True
AMGN,2026-08-05 11:53:00-04:00,2026-08-05 12:07:00-04:00,407.23,409.69,0.5440722371957535,14,target,0.20135741239858448,True
NEM,2026-08-05 12:25:00-04:00,2026-08-05 12:33:00-04:00,105.1275,104.92,-0.25737937209355893,8,stop,0.19737937209355894,True
CVS,2026-08-05 13:55:00-04:00,2026-08-05 13:55:00-04:00,99.49,99.39,-0.16051445138254533,0,stop,0.10051445138254532,True
NVDA,2026-08-05 15:04:00-04:00,2026-08-05 15:11:00-04:00,221.93,221.7402,-0.14552237473682839,7,stop,0.0855223747368284,True
WDC,2026-08-06 10:11:00-04:00,2026-08-06 10:15:00-04:00,462.01,459.0002,-0.7114593036744294,4,stop,0.6514593036744295,True
WDC,2026-08-06 11:13:00-04:00,2026-08-06 11:19:00-04:00,473.61,471.11,-0.5878627888156751,6,stop,0.5278627888156752,True
WDC,2026-08-06 14:19:00-04:00,2026-08-06 14:27:00-04:00,463.75,460.58,-0.743556649754811,8,stop,0.683556649754811,True
DASH,2026-08-07 10:23:00-04:00,2026-08-07 10:26:00-04:00,221.43,220.83,-0.3309643488852629,3,stop,0.2709643488852629,True
MSTR,2026-08-07 10:31:00-04:00,2026-08-07 10:38:00-04:00,103.83,105.42,1.471355497799059,7,target,0.5104518325996863,True
IONQ,2026-08-07 11:36:00-04:00,2026-08-07 11:36:00-04:00,43.18,43.04,-0.38422171797461463,0,stop,0.3242217179746147,True
COHR,2026-08-07 12:02:00-04:00,2026-08-07 12:20:00-04:00,386.68,391.09,1.0804713067045002,18,target,0.38015710223483334,True
UBER,2026-08-07 12:12:00-04:00,2026-08-07 14:28:00-04:00,74.765,74.43,-0.5080636986800856,136,stop,0.4480636986800856,True
PLTR,2026-08-07 12:23:00-04:00,2026-08-07 12:25:00-04:00,170.39,169.96,-0.31236436984968474,2,stop,0.25236436984968474,True
RKLB,2026-08-07 13:11:00-04:00,2026-08-07 13:13:00-04:00,82.39,82.165,-0.33308695884353373,2,stop,0.24274828479557256,True
MCK,2026-08-07 13:50:00-04:00,2026-08-07 14:10:00-04:00,883.42,885.5648,0.18278813388754356,17,target,0.08092937796251451,True
AZO,2026-08-07 15:01:00-04:00,2026-08-07 15:19:00-04:00,3092.925,3101.4299,0.21497673274775572,17,target,0.09165891091591856,True
IONQ,2026-08-07 15:03:00-04:00,2026-08-07 15:29:00-04:00,43.69,44.35,1.4506483959904197,26,target,0.5035494653301399,True
COHR,2026-08-07 15:04:00-04:00,2026-08-07 15:04:00-04:00,378.29,377.71,-0.2133208809287384,0,stop,0.15332088092873844,True
WFC,2026-08-10 10:51:00-04:00,2026-08-10 10:58:00-04:00,87.68,87.56,-0.19685957644511595,7,stop,0.13685957644511595,True
PFE,2026-08-10 10:55:00-04:00,2026-08-10 11:10:00-04:00,26.989,26.95,-0.2045070471220908,15,stop,0.14450704712209084,True
NET,2026-08-10 13:13:00-04:00,2026-08-10 13:18:00-04:00,303.37,305.575,0.6668316313878425,5,target,0.24227721046261416,True
CRWD,2026-08-10 13:16:00-04:00,2026-08-10 13:54:00-04:00,226.16,225.88,-0.18380372939171352,38,stop,0.12380372939171351,True
NET,2026-08-10 14:23:00-04:00,2026-08-10 14:51:00-04:00,304.62,308.8499,1.328599762322316,28,target,0.46286658744077197,True
NEM,2026-08-10 14:34:00-04:00,2026-08-10 15:15:00-04:00,116.29,116.8297,0.4040902548998258,41,target,0.15469675163327526,True
DDOG,2026-08-10 15:10:00-04:00,2026-08-10 15:50:00-04:00,258.38,260.4499,0.7411257719584197,40,target,0.2670419239861399,True
