score,total_return_pct,ann_return_pct,n_trades,win_rate,profit_factor,expectancy_pct,max_dd_pct,sharpe,avg_bars_held,timeframe,require_above_vwap,momentum_mode,momentum_lookback,momentum_min_gain_atr,hod_dist_atr,hod_day_gain_atr,relvol_min,pullback_def,min_pullback_bars,max_pullback_bars,rsi_filter,rsi_min,rsi_max,macd_filter,macd_rising,stop_mode,stop_atr_mult,stop_pct,stop_cap_pct,target_mode,target_rr,target_pct,trail_mode,trail_atr_mult,trail_pct,trail_activate_rr,entry_start_min,entry_end_min,eod_exit_min
-65.63483677364339,-10.423224515762254,-76.1859523300797,492,31.30081300813008,0.4976209942131117,-0.08936219203637345,-10.423224515762254,-21.232529857506186,7.3861788617886175,1m,True,surge,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-65.8624623775845,-10.574974918389668,-76.7065233547109,628,32.32484076433121,0.6435010359452602,-0.07099278747267836,-10.574974918389664,-13.331074063927097,9.754777070063694,1m,True,either,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955
-66.56393786036787,-11.042625240245252,-78.24542906043703,445,33.258426966292134,0.4772891412403708,-0.10501546006560296,-11.042625240245252,-17.952149109321034,6.49438202247191,1m,True,hod,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-66.78107538647744,-11.128736972252828,-78.5183503692308,667,31.63418290854573,0.6014891414676676,-0.0706147183756783,-11.304676828449228,-16.97467781856145,4.902548725637182,1m,True,either,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955
-66.80563505867767,-11.203756705785118,-78.75353649514518,510,28.823529411764707,0.4052475250193005,-0.09312021958435451,-11.203756705785112,-27.16796665642886,4.0588235294117645,1m,True,surge,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-67.30532569748655,-11.536883798324371,-40.20757697109395,232,30.603448275862068,0.3118260005197052,-0.21105593612590418,-11.536883798324373,-12.187091228005274,3.5517241379310347,5m,True,surge,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-67.3540173769774,-11.569344917984925,-40.299572433612376,375,29.6,0.6598841909270156,-0.13047876831398905,-11.569344917984926,-7.042255685664744,7.045333333333334,5m,True,surge,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955
-67.86125717999604,-11.907504786664024,-80.84688649859262,481,29.72972972972973,0.40384137460574826,-0.1053300046919687,-11.907504786664024,-19.407354369138968,3.9043659043659042,1m,True,hod,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-69.50632347200846,-13.004215648005646,-44.259527862451534,457,29.759299781181618,0.6822802071532679,-0.12124841957977758,-13.004215648005642,-8.0238471652593,6.794310722100657,5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955
-70.6837578852026,-13.789171923468402,-85.54552732795848,833,30.372148859543817,0.5912138618072191,-0.07110848176620191,-13.789171923468398,-23.279502111739582,4.714285714285714,1m,True,surge,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955
-71.12862271455978,-14.085748476373194,-86.18048097730134,657,31.65905631659056,0.48023661354567293,-0.09230866723095468,-14.085748476373192,-19.941242331438726,6.703196347031963,1m,True,either,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-72.19814567218643,-14.739137288330884,-48.77673849161229,295,32.54237288135593,0.3269714954515905,-0.21585216698435802,-14.918016767711073,-12.868759662972042,4.403389830508474,5m,True,hod,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-72.85733935788814,-15.23822623859209,-50.02299026382001,371,35.309973045822105,0.4399077613459337,-0.17784041993719787,-15.238226238592093,-11.24054499385024,6.02156334231806,5m,True,surge,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-72.99875243541375,-15.332501623609163,-50.25578349457427,302,29.47019867549669,0.29931886254460344,-0.2201553509403042,-15.332501623609163,-13.653189282673813,3.69205298013245,5m,True,hod,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-73.66111136810056,-15.756341480643155,-89.30146128336325,684,29.239766081871345,0.399127798315348,-0.10017858574455633,-15.809539774914825,-22.638172027924433,4.150584795321637,1m,True,either,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-73.7129060835346,-15.808604055689734,-51.41882880132294,356,35.39325842696629,0.4055903500330429,-0.19293643310377007,-15.808604055689734,-12.34722324668839,5.224719101123595,5m,True,hod,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-73.80675100168547,-15.871167334456981,-89.49000094884295,768,32.161458333333336,0.523253703884731,-0.08986002199562443,-15.871167334456986,-26.162802768603846,8.171875,1m,True,surge,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-74.20208562882488,-16.134723752549917,-89.91120827738168,970,30.61855670103093,0.5914108459328405,-0.07241781388284,-16.134723752549924,-22.3764589354705,4.831958762886598,1m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955
-75.2157719125176,-16.810514608345063,-53.798620822017476,368,33.42391304347826,0.3527092311413054,-0.19970822773931168,-16.810514608345066,-15.307824710969854,4.698369565217392,5m,True,either,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-76.55091731935174,-17.70061154623449,-55.83738970422917,379,30.606860158311346,0.3391770911153075,-0.20530069429527498,-17.70061154623449,-12.584259415288376,3.496042216358839,5m,True,hod,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-77.31610660250365,-18.210737735002436,-92.72331136687868,888,32.88288288288288,0.5183944225112231,-0.09040150777427838,-18.210737735002432,-26.337194705966333,7.849099099099099,1m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-77.61099392626616,-18.407329284177443,-57.40672574877597,382,30.36649214659686,0.29803996632518853,-0.21273655139640082,-18.407329284177436,-16.767416184471788,3.693717277486911,5m,True,either,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-78.57797450752236,-19.051983005014904,-93.64080071694815,848,28.65566037735849,0.38667904880299836,-0.09961887366815998,-19.051983005014904,-34.1675125619519,4.050707547169812,1m,True,surge,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-78.98249708847592,-19.32166472565062,-59.37365026439826,469,35.18123667377399,0.4159511496274507,-0.18273146372671828,-19.321664725650624,-13.842726506521899,5.577825159914712,5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-80.27666354950614,-20.18444236633743,-61.165484485579455,399,28.07017543859649,0.2783668148538168,-0.225728989477958,-20.184442366337432,-14.52032692039358,3.43859649122807,5m,True,surge,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-83.65214895066015,-22.434765967106763,-96.35471126789788,995,28.743718592964825,0.38611648600152937,-0.10204518361744672,-22.434765967106767,-28.425715211559,4.111557788944723,1m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
-85.15378510396633,-23.435856735977545,-67.38330062646182,514,29.766536964980546,0.3115760399004295,-0.20753590533745178,-23.43585673597755,-17.67039812859034,3.431906614785992,5m,True,either,4,1.5,1.0,2.0,1.3,red_or_lh,1,3,False,50.0,80.0,False,False,atr,1.0,0.5,1.5,rr,2.0,1.0,pct,1.5,0.4,1.0,575,930,955
