symbol,entry_date,year,r,pnl,win,reason,hold,n_contractions,final_depth,first_depth,tighten_ratio,vdu_ratio,base_len_days,pivot_vs_top,wait_days,regime_on
SHW,2004-06-18,2004,-0.0443038946954125,-42.62627103962202,False,stop,23,3,0.02397,0.09954,0.24080771549125982,0.9556,36,0.008473189500115774,1,True
SIG,2013-05-22,2013,-1.0753630384540434,-10111.218863842892,False,stop_gap,4,3,0.02349,0.06757,0.34763948497854075,0.8037,31,0.020379591184880974,7,True
SII,2020-07-27,2020,-0.0186143143632596,-747.7969824036824,False,stop,2,4,0.06141,0.18535,0.3313191259778797,0.7581,34,0.10473998477214264,4,True
SITC,2006-06-30,2006,-0.0281716236208216,-64.643697317923,False,stop,28,3,0.03126,0.0911,0.343139407244786,0.756,34,0.0013048299543272357,2,True
SITC,2013-02-01,2013,1.866681662277976,22776.206033391423,True,trail_ma,81,4,0.02998,0.06452,0.4646621202727837,0.9977,50,0.04570070950476679,11,True
SITC,2016-05-04,2016,-0.0316789711133103,-353.6773498379723,False,stop,5,4,0.03479,0.09994,0.34810886531919155,0.7896,70,0.09321393362875607,12,True
SITE,2017-11-10,2017,3.112194281755825,10551.289527025934,True,trail_ma,44,3,0.03091,0.08646,0.3575063613231552,0.7736,54,0.18970397142868656,13,True
SLG,2004-12-31,2004,-1.043430396662869,-1250.8637504064247,False,stop,2,3,0.02377,0.07899,0.3009241676161539,0.667,30,0.018319591098244548,1,True
SLG,2005-04-25,2005,1.69837638519612,3486.9910529807057,True,trail_ma,74,6,0.0463,0.10933,0.42348852099149364,0.9274,65,-0.05059156812846877,12,True
SLGN,2010-09-13,2010,-0.033702554532285,-195.87382077753745,False,stop_gap,27,3,0.04763,0.09827,0.48468505138903023,0.9336,24,0.0006524023992466876,9,True
SLGN,2020-09-02,2020,-0.0343341499734474,-911.8825508678048,False,stop,2,5,0.03185,0.11021,0.28899373922511573,0.5607,59,0.1107893331997265,3,True
SLGN,2023-04-25,2023,-1.0275062536608215,-45088.02703513111,False,stop,1,4,0.02084,0.08053,0.2587855457593443,0.8402,31,-0.030968115025864718,5,True
SLM,2005-01-03,2005,-1.0435478311306567,-694.4575603521573,False,stop,3,3,0.0237,0.05276,0.4492039423805913,0.4527,29,0.04459757633168904,2,True
SLM,2007-07-11,2007,-2.403401130733601,-7342.362686118894,False,stop_gap,1,6,0.01238,0.05354,0.23122898767276803,0.4041,75,0.2849582360620122,21,True
SLP,2019-07-11,2019,2.101163585657123,69566.12266637998,True,trail_ma,41,3,0.0551,0.11892,0.4633366969391188,0.8987,30,0.07574089680266449,1,True
SLVO,2025-06-06,2025,2.6010683079219064,13274.503041579728,True,trail_ma,99,3,0.02419,0.12223,0.19790558782622922,0.5856,36,-0.019432540799807163,12,True
SMFG,2013-05-14,2013,-1.0292645608883833,-3296.315383435418,False,stop,2,3,0.03631,0.22622,0.16050747060383697,0.7584,32,0.019027659180883782,6,True
SMFG,2023-04-20,2023,-0.2150347046816796,-13187.804096519052,False,trail_ma,3,3,0.03198,0.17974,0.17792366751975075,0.5296,18,-0.11437917528811692,11,True
SMFG,2025-05-27,2025,-0.4393607371165605,-16737.658502300284,False,trail_ma,29,3,0.04161,0.28191,0.14760029796743643,0.9432,42,-0.09556027592511573,3,True
SMG,2020-12-10,2020,5.970849705247958,240431.56755670207,True,target,29,3,0.05163,0.12714,0.40608777725342143,0.9466,34,0.05593571246939111,3,True
SNA,2006-08-16,2006,2.4578022195096323,6054.93663313708,True,trail_ma,98,4,0.03426,0.08682,0.3946095369730477,0.9664,51,0.008043947688159747,2,True
SNA,2021-04-22,2021,0.6189729202292925,16372.112562617458,True,trail_ma,35,3,0.02668,0.06612,0.40350877192982454,0.6915,22,0.035349432570556116,2,True
SNA,2025-02-05,2025,-1.1689736851688188,-26078.73483034897,False,stop_gap,1,3,0.02366,0.09949,0.2378128455121118,0.7771,40,-0.04819473835296084,5,True
SNCR,2013-09-04,2013,-0.0181638903579307,-348.9958401943042,False,stop,25,3,0.06306,0.15871,0.3973284607145108,0.6021,38,0.12298442967873191,8,True
SNN,2004-07-09,2004,-1.020521839636816,-617.2318559535274,False,stop,5,3,0.0236,0.09506,0.24826425415527034,0.943,41,0.014808088435727562,4,True
SNPS,2021-08-19,2021,-0.0222686639405342,-933.4557540289616,False,stop,27,6,0.0248,0.12423,0.19962971906946791,0.6064,77,0.1439635318864385,4,True
SO,2012-04-25,2012,1.1404754437665792,5519.764964917002,True,trail_ma,77,5,0.01744,0.04883,0.3571574851525702,0.7288,48,-0.03188821596585678,33,True
SON,2007-01-19,2007,-1.0517801096924972,-1680.280713995241,False,stop,5,5,0.01952,0.04139,0.47161150036240634,0.9192,72,0.11959167516854574,16,True
SON,2016-10-03,2016,-1.0411100781474334,-8312.717106149677,False,stop,1,4,0.02525,0.06491,0.38900015405946703,0.6978,41,0.07013437152640267,29,True
SONY,2020-01-08,2020,-1.1462013848092476,-34003.17744119384,False,trail_ma,27,5,0.02264,0.06675,0.3391760299625468,0.9633,64,0.13076589571822073,8,True
SPB,2014-10-02,2014,-1.03286175004056,-15938.439525096976,False,stop,6,4,0.03213,0.10855,0.29599263012436666,0.4869,47,0.006158425097952058,16,True
SPB,2020-12-16,2020,1.3789378662324534,14417.584099962396,True,trail_ma,48,4,0.06021,0.12164,0.49498520223610654,0.8036,61,0.11749550326911229,7,True
SPG,2021-10-13,2021,1.605484252760533,104027.61785715129,True,trail_ma,35,3,0.05859,0.1228,0.4771172638436482,0.8482,46,0.05046659169933476,20,True
SPG,2025-02-11,2025,-0.0260486155182788,-33.669377319886,False,stop,16,4,0.02656,0.07534,0.3525351738784178,0.8144,27,-0.03195111541593465,10,True
SPGI,2016-09-30,2016,-0.5040930453070439,-8597.255148304392,False,trail_ma,8,4,0.03055,0.10393,0.293947849514096,0.6992,43,0.10935362930470616,26,True
SPGI,2017-03-15,2017,-1.0576743011401215,-9280.933665338844,False,stop,3,4,0.01554,0.08734,0.17792534920998396,0.8511,54,0.12090615319711517,8,True
SPGI,2018-06-11,2018,-0.379313973546476,-11862.755099125548,False,trail_ma,34,3,0.02378,0.07084,0.33568605307735744,0.7271,47,0.018608266011999275,15,True
SPOK,2025-03-10,2025,-1.0217629562480153,-37949.13385690718,False,stop,3,4,0.02892,0.06501,0.4448546377480388,0.8814,48,-0.035326717725035595,31,True
SPXC,2018-03-29,2018,-0.3875224688673189,-10327.818815087036,False,trail_ma,2,3,0.05222,0.16357,0.31925169652136703,0.9235,40,-0.05187156264074633,6,True
SRAD,2025-06-05,2025,2.3933515344766274,92764.9694272332,True,trail_ma,72,4,0.06764,0.23347,0.28971602347196646,0.8091,39,0.046186446396998315,6,True
SRE,2004-07-16,2004,-0.0352418652532828,-44.13562317031207,False,stop,5,3,0.0276,0.06582,0.4193254329990884,0.9248,39,0.0625754996893404,9,True
SSB,2013-05-30,2013,-1.0431600765012246,-7292.610808302928,False,stop,2,3,0.02393,0.06791,0.3523781475482256,0.7722,45,-0.009507601516440811,1,True
SSTK,2020-12-02,2020,-1.0205452443103424,-41016.06529409612,False,stop,5,3,0.0496,0.1138,0.43585237258347975,0.7379,23,-0.012318186251407237,1,True
SSTK,2021-04-13,2021,-0.0168713009227496,-864.53612920377,False,stop,5,3,0.07257,0.14694,0.49387505104124135,0.7407,35,-0.015216051472623504,1,True
SSYS,2007-09-04,2007,-1.7800780964442666,-8048.371476760485,False,stop_gap,41,3,0.09115,0.18627,0.48934342620926613,0.9662,36,0.0733251678864193,1,True
STBA,2015-03-30,2015,-1.0344676972461764,-1686.3391252774647,False,stop,1,5,0.03016,0.12338,0.24444804668503808,0.6074,45,-0.04656073571623909,17,True
STKL,2007-08-31,2007,0.5913592006577484,2657.676128933517,True,trail_ma,33,3,0.06054,0.12602,0.480399936518013,0.6914,27,0.06097560881055486,2,True
STLA,2021-03-02,2021,-0.0187813527921596,-998.133790956024,False,stop,15,3,0.04235,0.1159,0.36540120793787745,0.6059,32,-0.030618190490397268,9,True
STLD,2005-02-16,2005,-0.0186630219114642,-35.499188879321366,False,stop,14,3,0.06129,0.15776,0.3885015212981744,0.6549,34,0.011449609509357472,1,True
STN,2020-06-30,2020,0.4851501572541812,17855.68939796452,True,trail_ma,47,4,0.09655,0.32397,0.2980214217365806,0.6876,54,-0.025290528062247297,29,True
STN,2023-05-11,2023,-1.4891961601799206,-39999.769997062685,False,stop_gap,1,4,0.03166,0.09008,0.35146536412078155,0.5242,46,-0.0080500834305135,8,True
STRL,2022-01-12,2022,-0.5043646851571206,-32749.38270030403,False,trail_ma,6,3,0.0461,0.14145,0.3259102156238954,0.5442,33,-0.07293078873525571,5,True
STT,2025-10-10,2025,-1.1222242537970295,-36960.28061999439,False,stop_gap,5,4,0.02896,0.08101,0.3574867300333292,0.7771,53,0.023790105013924867,15,True
SUN,2019-05-02,2019,-0.8589976179846779,-7114.956395658808,False,trail_ma,4,3,0.02695,0.05646,0.4773290825363089,0.7761,19,-0.022270989339705727,2,True
SUN,2023-09-19,2023,-0.0202763075645134,-435.4952359164032,False,stop,12,5,0.0283,0.06259,0.45214890557597054,0.8745,66,0.004551768173605364,30,True
SUPN,2022-04-01,2022,-0.610619017238738,-43398.21918959588,False,trail_ma,10,6,0.07056,0.14986,0.47083945015347656,0.8319,63,-0.07565219160439307,30,True
SWBI,2015-12-04,2015,0.823767442991725,15652.184766641907,True,trail_ma,30,6,0.06524,0.15216,0.4287592008412198,0.6805,66,0.05129691530178371,10,True
SWKS,2007-07-02,2007,-0.0168713009227492,-87.18620187289056,False,stop,21,3,0.04307,0.08903,0.483769515893519,0.7128,25,-0.04129055732542786,2,True
SWKS,2009-12-01,2009,0.9233998733365578,4702.743235381808,True,trail_ma,38,4,0.05556,0.17829,0.3116271243479724,0.7991,46,-0.11205062975019964,4,True
SXC,2014-03-07,2014,-1.0156715009227495,-930.8525840751048,False,stop,3,3,0.03503,0.15371,0.2278966885693839,0.6097,41,-0.03714800170225141,5,True
SYK,2007-01-08,2007,5.972409709016895,13482.701704837033,True,target_gap,50,4,0.02325,0.07728,0.30085403726708076,0.9231,45,0.028886741905622015,5,True
SYK,2007-09-17,2007,-0.0200097805553273,-93.50376703226372,False,stop,28,4,0.03516,0.09245,0.3803136830719307,0.4772,53,0.013719352208201308,9,True
SYNA,2004-01-07,2004,-0.0168713009227501,-33.73372051075947,False,stop,4,5,0.08344,0.2266,0.3682259488084731,0.8099,73,0.18424966485007999,2,True
SYNA,2007-06-07,2007,5.975929899077251,17159.424574135355,True,target,67,4,0.04679,0.15772,0.29666497590667,0.7578,63,0.12365794875559266,10,True
TAL,2016-10-25,2016,-0.0168713009227496,-23.727856244915756,False,stop,14,4,0.05188,0.13182,0.39356698528296163,0.7269,55,0.08888228598096282,9,True
TAL,2023-11-15,2023,2.3879777258325805,113838.36818045397,True,trail_ma,43,4,0.08877,0.25537,0.34761326702431766,0.5433,48,0.11575182026038955,27,True
TALK,2026-07-06,2026,-0.079569375374466,-7.273741749528593,False,end_of_test,19,6,0.00385,0.00962,0.4002079002079002,0.3515,30,0.0,32,True
TARS,2025-12-31,2025,-1.0156715009227502,-37995.35911436022,False,stop,2,3,0.07224,0.14985,0.48208208208208203,0.7545,34,0.08670751039965663,18,True
TBI,2004-11-29,2004,-0.017330409783359,-41.79046690421,False,stop,28,6,0.06625,0.18271,0.3625964643424005,0.6893,82,0.12438513806765061,2,True
TBRG,2006-02-03,2006,-1.01567150092275,-303.20629833889205,False,stop,5,4,0.05629,0.1959,0.28734047983665134,0.483,35,-0.05266594673725822,20,True
TCBI,2011-06-17,2011,-0.0530207234093139,-477.4266579803405,False,trail_ma,35,4,0.04064,0.09257,0.4390191206654424,0.9335,50,-0.0630832689076416,2,True
TCBK,2017-06-12,2017,-0.7502033843646219,-20195.357127819138,False,trail_ma,8,5,0.03698,0.10516,0.3516546215290985,0.8285,54,-0.025130307307349442,5,True
TCOM,2007-05-17,2007,-0.0171614142517011,-73.48465588356116,False,stop,5,6,0.02996,0.19801,0.1513054896217363,0.741,68,0.016278271862292693,1,True
TCOM,2013-05-07,2013,5.97592989907725,84571.88849996917,True,target,22,3,0.04515,0.16021,0.2818176143811248,0.7557,26,0.005340515320364059,2,True
TCOM,2017-06-09,2017,-1.0157362957671066,-28026.05274331879,False,stop,1,3,0.03894,0.08135,0.47867240319606635,0.7642,35,0.11286189333485752,8,True
TCX,2017-04-06,2017,1.3260180262441077,796.8624580048672,True,trail_ma,48,3,0.06522,0.18578,0.3510603940144257,0.84,40,-0.04075832276547686,8,True
TD,2026-05-27,2026,1.3342152271588683,46329.51617299367,True,end_of_test,45,5,0.03122,0.06771,0.46108403485452665,0.4279,54,0.10261144761450791,7,True
TDAY,2024-12-12,2024,-1.0156715009227484,-61053.36252985372,False,stop,1,3,0.07804,0.22166,0.35207073896959307,0.6124,25,-0.06768183229402736,5,True
TDC,2009-08-05,2009,-0.0168713009227499,-80.63569777897138,False,stop,19,4,0.06769,0.14365,0.4712147580925862,0.7344,60,0.0831202403682143,2,True
TDG,2012-01-03,2012,-0.9102943532697804,-9790.295246141088,False,trail_ma,2,3,0.05844,0.12002,0.48691884685885684,0.7802,23,-0.04886580172241051,7,True
TDG,2016-09-16,2016,-0.5242815803708503,-297.79688376238227,False,trail_ma,3,4,0.01484,0.0604,0.2456953642384106,0.5761,31,0.055350709218195515,28,True
TDG,2019-11-19,2019,3.206952036953912,9657.871712121652,True,trail_ma,65,4,0.03372,0.09056,0.37234982332155475,0.7345,42,-0.004463977784327611,11,True
TDY,2007-12-06,2007,-0.8556670651952575,-3597.980625456259,False,trail_ma,7,3,0.04663,0.16556,0.2816501570427639,0.9938,39,-0.03552675535492977,5,True
TEAM,2020-06-22,2020,-0.0168713009227505,-634.497240278605,False,stop,14,3,0.07389,0.15777,0.46833998859098686,0.9716,24,-0.050891160259154744,1,True
TECH,2005-08-16,2005,1.4619684318715214,3039.4958007713453,True,trail_ma,41,3,0.04581,0.10437,0.4389192296636964,0.7139,39,0.07773976937076976,3,True
TEN,2004-04-08,2004,-1.015973747918374,-2143.787160235197,False,stop,3,4,0.06688,0.1875,0.3566933333333333,0.5518,35,-0.04218740391778708,1,True
TEO,2010-08-06,2010,-0.0168713009227522,-84.70390987375356,False,stop,12,3,0.05241,0.15451,0.339201346191185,0.6101,31,0.023605601031857715,2,True
TER,2017-01-25,2017,5.972581375411927,101195.32330368564,True,target,64,3,0.03109,0.06887,0.4514302308697546,0.5697,27,0.03702238529583557,12,True
TEX,2018-01-25,2018,-1.0192702117987522,-15623.11268555995,False,stop,3,5,0.04477,0.11257,0.39770809274229363,0.7535,50,0.002943036861875914,8,True
TEX,2021-04-30,2021,-0.016871300922748,-901.9806897172656,False,stop,28,3,0.07059,0.16291,0.4333067337793874,0.9493,25,-0.04971074438958756,5,True
TFII,2021-03-17,2021,-1.0195777530713643,-56192.07647026313,False,stop,6,3,0.05329,0.16202,0.32891001110973955,0.9376,25,-0.05242205973252767,10,True
TFIN,2017-09-07,2017,0.9563048570793728,17739.890550227443,True,trail_ma,44,3,0.03197,0.08219,0.38897676116315855,0.7013,18,-0.035958942362146695,3,True
TFIN,2024-04-10,2024,-0.3804468847524587,-14244.32327651925,False,trail_ma,3,4,0.03789,0.15633,0.24237190558434082,0.9124,37,-0.03390037635462617,17,True
TGLS,2021-10-06,2021,5.975929899077251,369774.7541771779,True,target,24,3,0.07527,0.21154,0.35581923040559704,0.8886,37,-0.12115397826525998,3,True
THG,2005-04-15,2005,-0.3067779640832901,-479.2820674615654,False,trail_ma,8,5,0.04068,0.08719,0.4665672668884046,0.7325,56,0.10142318045462329,16,True
THO,2018-01-24,2018,-1.029013630458125,-11232.99713818456,False,stop,1,4,0.03664,0.07808,0.4692622950819672,0.5341,50,0.1434965552036609,6,True
THR,2018-08-06,2018,0.0108840012075856,321.5421311934381,True,trail_ma,40,3,0.03083,0.08082,0.38146498391487255,0.751,29,-0.006938778624242636,5,True
THS,2023-05-05,2023,-1.0184020283239643,-62274.90545727874,False,stop,10,3,0.03716,0.09164,0.40549978175469226,0.5757,32,0.05233608715164495,12,True
TIMB,2017-10-10,2017,-0.6372394022291448,-17357.998459725557,False,trail_ma,15,4,0.03633,0.18383,0.1976282434858293,0.9659,78,0.10419139839814706,24,True
TISI,2012-01-09,2012,-1.021252939018348,-33.01220292645269,False,stop,10,3,0.037,0.12031,0.30753885795029506,0.7255,30,0.08384980322113433,5,True
TJX,2023-05-12,2023,-0.7636800869131102,-18098.773928159448,False,trail_ma,9,6,0.03235,0.07272,0.4448569856985698,0.7607,59,-0.03121946010963883,5,True
TJX,2023-08-17,2023,-0.0253222235457582,-708.7910742420736,False,stop,24,3,0.02693,0.06972,0.38625932300631094,0.7518,57,0.07759466258911996,6,True
TK,2011-01-07,2011,-0.9126331094567284,-4346.981328220391,False,trail_ma,10,5,0.03132,0.07306,0.4286887489734465,0.3037,39,-0.0044551452771457445,5,True
TKC,2004-03-22,2004,-0.0168713009227503,-34.7299689951141,False,stop,14,3,0.05893,0.17508,0.3365889878912497,0.6419,49,0.0912457900469914,4,True
TKO,2010-02-26,2010,-0.0168713009227499,-76.37897232747297,False,stop,48,3,0.04126,0.0882,0.4678004535147392,0.8482,44,0.015988735412646005,11,True
TLK,2025-11-19,2025,-0.5223090931586811,-10574.89189855479,False,trail_ma,35,4,0.04073,0.11001,0.3702390691755295,0.7862,44,0.05377408869684963,1,True
TM,2004-09-03,2004,0.3554095540352977,447.9143993125579,True,trail_ma,2,4,0.02954,0.07379,0.4003252473234856,0.7083,34,-0.07764633959214917,11,True
TM,2006-03-03,2006,2.3514554191890222,4351.360424571001,True,trail_ma,50,3,0.02447,0.07686,0.3183710642727036,0.7073,20,-0.03741334982559752,17,True
TM,2023-11-14,2023,-1.026268305069142,-38383.92812693315,False,stop,5,3,0.04062,0.13737,0.29569775060056785,0.8978,39,-0.015200909736353685,1,True
TMO,2006-09-15,2006,-1.038249701106967,-1823.8916506506912,False,stop,12,6,0.01671,0.14289,0.11694310308629016,0.7595,87,-0.05639169387641729,4,True
TMO,2007-04-05,2007,2.106211180815765,7009.758003579211,True,trail_ma,47,3,0.03716,0.12625,0.2943366336633663,0.4903,34,-0.05090165159627125,5,True
TMO,2018-10-05,2018,-1.0298989295861012,-16289.735527989307,False,stop,3,4,0.02736,0.07294,0.3751028242391006,0.8146,66,0.1009748189526758,18,True
TMUS,2011-03-21,2011,1.1522609080860025,12742.937764990218,True,trail_ma,54,4,0.05855,0.1375,0.42581818181818176,0.6496,50,0.05555550911938578,1,True
TNDM,2019-02-14,2019,5.975929899077252,138562.57526266293,True,target,8,3,0.09408,0.23689,0.3971463548482418,0.7323,30,0.16567278818272646,13,True
TNET,2018-07-30,2018,-1.0238569753214988,-24877.929337813548,False,stop,1,3,0.03658,0.07439,0.4917327597795403,0.7818,20,-0.014353220696937674,7,True
TNET,2023-08-30,2023,2.149986517531102,51467.940608989215,True,trail_ma,38,5,0.02241,0.15977,0.14026412968642424,0.972,51,-0.046490725253213294,5,True
TNL,2017-04-13,2017,3.6373482280492193,44354.876375815205,True,trail_ma,81,4,0.02136,0.04555,0.4689352360043908,0.8693,34,-0.010326709882211738,5,True
TOL,2004-09-27,2004,-1.0292828690507756,-185.93175139769724,False,stop,5,4,0.02992,0.14654,0.20417633410672853,0.9002,51,0.06855320837201084,8,True
TOL,2017-07-11,2017,-1.0333196656052566,-7805.096567400536,False,stop,13,3,0.02314,0.06155,0.3759545085296507,0.8365,54,0.06368740688001395,4,True
TOL,2023-03-09,2023,-0.5736105850085753,-33883.37837441119,False,trail_ma,5,6,0.05239,0.14733,0.35559628045883396,0.9232,75,0.24812551602925037,30,True
TPG,2024-02-26,2024,0.1787895319591309,9662.038620339636,True,trail_ma,34,3,0.05892,0.13133,0.44864082844742253,0.869,27,-0.037989949843505566,14,True
TPR,2005-11-30,2005,-1.017430753330172,-2041.3137496781655,False,stop,13,3,0.05257,0.10949,0.48013517216184126,0.7474,29,0.1075951670495523,7,True
TPR,2009-12-04,2009,-0.5946505030734353,-3114.3852306532103,False,stop_gap,30,3,0.04343,0.09586,0.45305654078865015,0.8544,27,0.024821920721054713,1,True
TPR,2017-07-28,2017,-0.6523555300624823,-18393.627692241487,False,trail_ma,4,5,0.02693,0.05554,0.48487576521425996,0.6087,56,0.16513068683797982,38,True
TRGP,2013-02-20,2013,-1.0210021420259066,-12808.69926933859,False,stop,3,3,0.01667,0.06233,0.2674474570832665,0.9051,47,0.2197140966522393,6,True
TRGP,2018-08-09,2018,-0.0212740393726207,-590.9594015268198,False,stop,18,5,0.03813,0.08791,0.43373905130246837,0.9133,36,0.04700126685849182,6,True
TRGP,2023-02-23,2023,-1.0751928470612264,-5169.86370608377,False,trail_ma,12,5,0.05102,0.11021,0.46293439796751656,0.9796,47,0.002364375194401136,9,True
TRGP,2023-08-04,2023,0.216903002290124,11396.136558081327,True,trail_ma,34,6,0.03663,0.10302,0.3555620267909144,0.7188,60,0.038042758412778044,11,True
TRI,2019-02-27,2019,5.996319023775395,105541.01776632124,True,target_gap,70,3,0.02451,0.10242,0.23930872876391332,0.6352,51,0.03285040624148228,5,True
TRI,2019-11-11,2019,5.954738349929191,96463.3637079814,True,target,53,4,0.02842,0.07674,0.3703414125618973,0.8295,39,-0.04727813773353262,7,True
TRIN,2023-11-20,2023,-0.0330666785421331,-852.6678011423111,False,stop,28,3,0.0332,0.08016,0.41417165668662675,0.8524,41,0.023894869579999645,3,True
TRIP,2013-09-23,2013,-1.0173646200315365,-18756.41324951728,False,stop,11,3,0.04993,0.16243,0.3073939543187835,0.6419,28,-0.07652999818893436,1,True
TRMB,2004-09-13,2004,-0.0195241940468186,-0.962564909328476,False,stop,10,3,0.05845,0.26451,0.220974632339042,0.7211,50,-0.04232081240294816,5,True
TRN,2018-10-10,2018,-0.8817872319240453,-24686.767034250814,False,trail_ma,2,3,0.04344,0.08905,0.4878158338012352,0.9079,48,-0.030875211714148976,5,True
TRN,2021-01-28,2021,-1.0156715009227504,-54218.01299837686,False,stop,1,4,0.04011,0.11648,0.3443509615384615,0.5616,44,0.18711235121769532,5,True
TRNS,2024-04-16,2024,-0.5665368142442645,-31375.646803726617,False,trail_ma,2,3,0.04115,0.12775,0.32211350293542074,0.8899,18,-0.053568298070966414,26,True
TRP,2007-10-30,2007,-0.0276709136749859,-57.16974075961751,False,stop,12,5,0.03494,0.08616,0.4055246053853296,0.9724,67,0.04645078993785523,3,True
TRS,2013-06-06,2013,5.960154066776614,57338.76794614516,True,target,20,5,0.03367,0.14286,0.23568528629427413,0.7026,64,-0.0015564197567917715,15,True
TSEM,2016-10-04,2016,-0.0299297641301369,-310.2942090775316,False,stop,19,3,0.03701,0.07687,0.4814622089241577,0.8336,34,-0.03750002384185791,8,True
TSEM,2017-11-08,2017,-0.0199529876097809,-148.52587414992328,False,stop,14,5,0.04794,0.12477,0.3842269776388555,0.7036,58,0.1726515121116985,15,True
TSEM,2024-12-16,2024,-0.0271944484991882,-1092.1505903411132,False,stop,3,3,0.04106,0.10451,0.3928810640130131,0.9923,33,0.10999124725891773,2,True
TSLX,2017-08-10,2017,-0.7160047775767008,-9891.04645232932,False,trail_ma,18,4,0.01837,0.04408,0.41674228675136116,0.7276,37,0.0011559578958315608,31,True
TSLX,2021-11-29,2021,-1.0514747464809413,-31557.620099176373,False,stop,8,3,0.0105,0.07147,0.14691478942213515,0.8697,41,0.04586415195390292,18,True
TSLX,2023-09-29,2023,-1.0419362980901337,-26756.86164963939,False,stop,1,3,0.02143,0.05818,0.36833963561361294,0.9512,36,0.004413971673832506,3,True
TSLX,2023-12-21,2023,0.1370857486305738,1614.5275454562802,True,trail_ma,33,3,0.01658,0.0681,0.24346549192364175,0.7562,35,0.035766845862462704,12,True
TSLX,2024-05-02,2024,0.1424692423879031,919.9513260482496,True,trail_ma,54,3,0.02591,0.05682,0.4560014079549454,0.9007,35,-0.03361769562071659,31,True
TT,2010-01-20,2010,-1.0251761729648987,-4397.427250078602,False,stop,2,4,0.03238,0.16106,0.20104308953185146,0.458,42,-0.009863370481484002,17,True
TTEC,2019-05-30,2019,2.9934050586463514,81726.07479444654,True,trail_ma,47,3,0.06045,0.16011,0.37755293235900317,0.8961,43,0.023374414727797888,26,True
TTEC,2021-09-01,2021,-0.0198908334923807,-1259.9979268909958,False,stop,5,6,0.05731,0.17543,0.3266830074673659,0.7788,55,-0.062395042270696366,5,True
TTEK,2020-01-30,2020,-0.7075113329007424,-23972.67751722301,False,trail_ma,2,4,0.02879,0.07033,0.4093558936442485,0.7622,43,-0.028308017175319278,16,True
TTMI,2025-01-16,2025,-1.0188282295656608,-50450.09372131543,False,stop,6,3,0.05139,0.1325,0.38784905660377356,0.7033,20,-0.08964286531720844,2,True
TTWO,2016-08-29,2016,-0.0203034377070486,-351.0015958864315,False,stop,9,4,0.02512,0.0834,0.3011990407673861,0.4419,38,0.02091113245898235,20,True
TTWO,2018-01-31,2018,-0.0220369091961768,-2.906760500580674,False,stop,1,4,0.04094,0.1692,0.24196217494089833,0.8066,45,-0.006488634766137591,2,True
TU,2010-05-07,2010,-0.2223876222908761,-1038.5854625966515,False,trail_ma,9,3,0.0276,0.09925,0.2780856423173803,0.8258,43,0.08926350644649683,35,True
TU,2012-01-06,2012,0.958127079139942,9077.824092130424,True,trail_ma,66,6,0.03164,0.082,0.3858536585365854,0.8532,75,0.011645186529160911,12,True
TV,2005-07-08,2005,-0.027718709016315,-52.18444629567711,False,stop,33,6,0.01988,0.15163,0.13110861966629295,0.8237,81,-0.043988690615991755,7,True
TV,2006-11-30,2006,-0.0263540916329214,-1.2741195939468142,False,stop,58,3,0.04247,0.08529,0.4979481768085356,0.6341,45,0.1724294245580993,4,True
TWI,2011-01-05,2011,-0.700597594290613,-3341.3996172420607,False,stop_gap,2,6,0.03072,0.12397,0.24780188755344035,0.46,58,0.25616711597350617,3,True
TX,2007-04-17,2007,-1.338671825609992,-6709.742263736544,False,stop_gap,1,3,0.05746,0.20234,0.2839774636750025,0.5292,25,-0.060182257403575745,10,True
TXNM,2012-11-01,2012,-1.0275633867832512,-8878.761659062351,False,stop,4,3,0.02632,0.06577,0.4001824540063859,0.8227,30,0.020842810596721772,8,True
TXNM,2019-02-27,2019,0.2257792263434335,1787.4153512702303,True,trail_ma,35,4,0.03721,0.12856,0.2894368388301182,0.8478,37,-0.05124703568792177,13,True
TXNM,2025-08-19,2025,-0.2770953853179749,-3278.7505579940494,False,trail_ma,21,6,0.00865,0.04158,0.20803270803270804,0.7262,54,0.05261396952995412,27,True
TXRH,2009-08-04,2009,-0.6180085119726435,-2980.823313063261,False,trail_ma,2,3,0.05393,0.12325,0.43756592292089247,0.7303,21,-0.011363899907463337,2,True
TXRH,2013-09-11,2013,-0.0329328027731109,-294.9238327354682,False,stop,8,3,0.03335,0.1162,0.2870051635111876,0.6091,31,-0.019238479086099325,15,True
TXRH,2015-06-05,2015,0.6263697381461614,2415.9738195330024,True,trail_ma,54,3,0.03292,0.09158,0.3594671325616947,0.7709,27,-0.02316721158032653,1,True
TXRH,2023-03-17,2023,-0.2976252499221646,-16418.390448782426,False,trail_ma,38,3,0.04537,0.10462,0.4336646912636207,0.9341,42,0.041510022400277125,21,True
TXT,2007-10-22,2007,-0.0238880905143647,-96.46913417286628,False,stop,14,5,0.04718,0.25039,0.18842605535364831,0.8265,61,0.03081195140855808,5,True
TXT,2016-12-02,2016,-1.01567150092275,-15875.427032783937,False,stop,35,4,0.03664,0.07602,0.4819784267298079,0.9873,39,0.13913013672588348,6,True
TYL,2012-09-27,2012,-0.0277465853424527,-9.50421087968357,False,stop,14,5,0.02162,0.12367,0.1748200857119754,0.9317,44,-0.0026060320477956367,5,True
