symbol,entry_date,year,r,pnl,win,reason,hold,n_contractions,final_depth,first_depth,tighten_ratio,vdu_ratio,base_len_days,pivot_vs_top,wait_days,regime_on
CRVL,2019-02-13,2019,-0.7185021922657173,-16894.834554377587,False,trail_ma,16,4,0.06056,0.12614,0.480101474552085,0.7177,34,-0.036632249026808505,7,True
CRVL,2019-05-06,2019,2.3668040256613043,53405.99925537466,True,trail_ma,64,4,0.04109,0.0877,0.4685290763968073,0.7827,36,0.006993083943600098,9,True
CSCO,2015-05-13,2015,-1.0450528914979678,-2398.364991948102,False,stop,15,5,0.02282,0.0904,0.25243362831858407,0.8163,49,-0.02392923283800419,2,True
CSCO,2025-08-08,2025,-1.0240297334183095,-11145.931570378976,False,stop,5,5,0.03584,0.15445,0.23204920686306246,0.8778,75,0.13401613136244417,14,True
CSGP,2013-05-23,2013,-1.037545157512206,-5141.207019171716,False,stop,3,3,0.02786,0.0598,0.46588628762541806,0.7821,26,0.018440635286617102,5,True
CSTE,2015-05-05,2015,-0.2031359003988993,-4081.2918139720346,False,trail_ma,3,3,0.03856,0.09668,0.3988415390980554,0.5236,24,-0.06321041340586386,9,True
CSTM,2019-11-15,2019,-1.0331541456384843,-1576.5113245351145,False,stop,1,3,0.03183,0.15537,0.20486580420930678,0.8485,43,0.020480223515399798,1,True
CSWC,2023-12-08,2023,1.283448522747596,25659.9783270301,True,trail_ma,43,3,0.01769,0.08394,0.21074577078865858,0.6952,44,-0.03169132122920315,5,True
CSX,2008-05-19,2008,-0.024217629131183,-98.77927066436747,False,stop,10,5,0.04637,0.10197,0.4547415906639208,0.6192,56,0.23375972090751507,2,True
CSX,2011-01-07,2011,2.536881596678384,19784.386281116644,True,trail_ma,70,4,0.02298,0.07039,0.3264668276743856,0.5922,32,0.0025056427595244735,12,True
CSX,2018-07-12,2018,-0.584663298843767,-10242.070754252258,False,trail_ma,3,6,0.0317,0.08031,0.39472045822438045,0.5919,53,0.10736298057444604,31,True
CTAS,2012-02-21,2012,-0.3884017118762507,-3678.376961509472,False,trail_ma,34,4,0.03311,0.09709,0.3410237923576064,0.8017,50,0.24419742493907504,12,True
CTAS,2017-03-23,2017,-0.4107374964492676,-7677.038974298411,False,trail_ma,27,4,0.01883,0.07536,0.24986730360934184,0.9166,50,-0.02209313385672229,16,True
CTAS,2017-12-22,2017,-1.0301648801747854,-19045.65773997255,False,stop,1,4,0.02311,0.04744,0.4871416526138279,0.9623,36,0.05625864029983796,8,True
CTDD,2025-03-25,2025,-0.0505423319293659,-812.4099989301965,False,stop,1,3,0.01707,0.05154,0.3311990686845168,0.8029,46,0.05042021212892189,8,True
CTRN,2025-11-06,2025,0.8930962291864079,6203.597735236882,True,trail_ma,35,3,0.07676,0.24816,0.30931656995486784,0.5338,42,-0.05029209032141413,3,True
CTS,2018-06-19,2018,0.6096410920946344,5311.682876170073,True,trail_ma,29,5,0.0324,0.08174,0.3963787619280646,0.8574,62,0.1808690306505114,3,True
CTS,2026-05-06,2026,0.3229405394711681,728.4267457177907,True,trail_ma,40,3,0.05254,0.23734,0.22137018623072388,0.9102,52,-0.04530974974485025,7,True
CUBE,2012-08-14,2012,0.3798672794116589,4450.042869204306,True,trail_ma,52,5,0.05053,0.12684,0.3983759066540523,0.5418,62,-0.044223453487459485,11,True
CUK,2015-06-23,2015,-0.0475305881846842,-1046.002878558374,False,trail_ma,42,3,0.02758,0.08593,0.32095892005120447,0.7542,33,0.03611231896595801,7,True
CUZ,2004-10-28,2004,0.5471910615509294,1081.8122926025408,True,trail_ma,41,3,0.03913,0.08654,0.4521608504737693,0.7797,31,-0.01703335649129134,9,True
CUZ,2012-07-11,2012,0.2683771749200092,759.4139159321688,True,trail_ma,54,3,0.05638,0.11408,0.49421458625525944,0.7885,32,-0.069093722307361,17,True
CUZ,2024-09-18,2024,-0.0259563327664057,-88.56756170575181,False,stop,8,3,0.02323,0.09975,0.23288220551378447,0.7661,26,0.01573118669637008,8,True
CVI,2012-05-22,2012,-1.520639560720188,-9873.825510483568,False,stop_gap,1,5,0.0213,0.15609,0.13645973476840284,0.8764,54,0.013284777979763795,9,True
CVI,2018-07-31,2018,-0.5847743539837912,-18203.352856346995,False,trail_ma,2,4,0.04057,0.12875,0.3151067961165049,0.6927,36,-0.0999534266689791,4,True
CVLT,2025-05-30,2025,-1.0156715009227486,-38820.82863565946,False,stop,14,5,0.07028,0.21278,0.33029420058276154,0.8365,84,0.08195269883737066,1,True
CVS,2025-10-29,2025,-2.740246704842582,-51431.12310755525,False,stop_gap,1,5,0.02816,0.06615,0.4256991685563114,0.8664,40,0.12062251261423151,1,True
CVSA,2014-10-01,2014,-0.9082001964106756,-317.41119455717484,False,trail_ma,8,3,0.03679,0.1096,0.3356751824817518,0.5358,38,-0.025172698235777946,20,True
CW,2020-01-27,2020,-0.3517995865620253,-5640.573824192725,False,trail_ma,18,4,0.02271,0.04931,0.4605556682214561,0.5267,33,0.008442251436936887,14,True
CX,2006-05-08,2006,-1.0156715009227504,-3628.370586772295,False,stop,6,5,0.05385,0.16605,0.32429990966576333,0.8644,63,0.026060968511326887,6,True
CX,2023-07-28,2023,-0.0187160562647109,-1203.250805291733,False,stop,26,4,0.03187,0.10912,0.2920637829912024,0.8662,48,0.1255605087223668,1,True
CXT,2004-01-13,2004,-1.0242324643958085,-1690.599467462606,False,stop,9,3,0.02467,0.07345,0.33587474472430223,0.6775,43,0.06607815833024366,4,True
CXW,2012-08-08,2012,1.5477053013645,17218.875520845446,True,trail_ma,49,6,0.04285,0.15218,0.28157445130766195,0.5745,67,-0.033144575465732684,9,True
CYBR,2024-08-29,2024,-1.0236948568062871,-45852.22670473977,False,stop,3,3,0.04515,0.12337,0.3659722785117938,0.5713,31,0.019007369871427704,1,True
DAC,2023-08-08,2023,-0.0351717618426554,-1143.6793354881531,False,stop,11,3,0.03102,0.11131,0.27868116072230703,0.8061,50,0.1306359194415352,27,True
DAN,2016-12-06,2016,0.9426354868128354,2576.185509659618,True,trail_ma,50,3,0.05245,0.11274,0.46522973212701785,0.635,44,0.12146155892358834,2,True
DAVA,2020-06-26,2020,-1.0176581510862222,-37318.6006507987,False,stop,1,4,0.06062,0.12773,0.47459484850857275,0.5258,33,0.046598745427243626,2,True
DAVA,2021-02-02,2021,-0.0172023413517831,-935.8457257801967,False,stop,10,3,0.05448,0.14271,0.381753205801976,0.4872,48,0.1564285278320312,9,True
DAVA,2021-06-14,2021,2.937891587379472,178747.38561226352,True,trail_ma,69,6,0.04078,0.10089,0.4042025968876995,0.7361,56,0.17036624566125802,6,True
DBI,2012-08-20,2012,0.1550207599581972,1692.468232117538,True,trail_ma,44,5,0.04007,0.14424,0.2778008874098724,0.6681,49,0.014506296221785453,2,True
DCI,2018-12-03,2018,-1.017729755825128,-26906.332074698705,False,stop,1,3,0.0417,0.12283,0.33949360905316295,0.561,43,-0.06377238516785488,5,True
DD,2005-02-02,2005,0.2163721049489387,22.444193940548267,True,trail_ma,30,4,0.04329,0.09871,0.4385573903353257,0.8388,78,0.08764469588394586,4,True
DDS,2012-05-07,2012,-0.0171007077048548,-179.14211716430856,False,stop,8,6,0.05721,0.12513,0.4572045073123951,0.7653,87,0.3147722552522516,16,True
DECK,2023-02-02,2023,-1.0249261586008658,-8182.865159723073,False,stop,1,5,0.03985,0.12607,0.3160942333624177,0.802,65,0.1473710392765386,3,True
DEI,2024-12-18,2024,-1.1196601677324567,-62317.49178285857,False,stop_gap,1,3,0.04242,0.09237,0.45924001299123096,0.6608,34,0.027503924502405575,8,True
DENN,2019-02-13,2019,-1.027359273541903,-17761.34309978448,False,stop,1,6,0.02852,0.08606,0.3313966999767604,0.8682,45,0.05238371993161395,4,True
DG,2020-05-28,2020,0.54838452422348,19768.8891353194,True,trail_ma,72,3,0.06138,0.25346,0.24216838948946576,0.6711,40,0.10104604475698875,15,True
DGII,2004-07-19,2004,-0.0168713009227499,-14.133790325259987,False,stop,2,4,0.06573,0.18476,0.3557588222558995,0.4975,55,0.014285677955264031,16,True
DHC,2016-06-17,2016,5.957930190347468,13457.863464970626,True,target,55,5,0.01614,0.0617,0.2615883306320908,0.9295,39,0.057167739491415626,2,True
DHR,2020-10-21,2020,-0.0328917948564893,-811.4625352185312,False,stop,6,3,0.02989,0.08581,0.3483277007341802,0.9303,33,0.08121024126849075,1,True
DIN,2012-12-18,2012,5.96203719047655,2541.0979457711583,True,target,47,3,0.03556,0.07924,0.4487632508833922,0.9145,30,-0.02687659585016977,1,True
DINO,2007-03-14,2007,5.975929899077254,26159.01158051985,True,target,81,4,0.05564,0.138,0.4031884057971014,0.8558,47,-0.020890166766399543,18,True
DIOD,2004-04-27,2004,-1.0156715009227504,-2152.60660128457,False,stop,1,3,0.06458,0.15825,0.40808846761453393,0.7977,35,0.010101000066558452,4,True
DIOD,2013-06-12,2013,-1.0177567992762877,-11589.897208384413,False,stop,1,5,0.05482,0.11911,0.4602468306607338,0.8264,80,0.12003695289870331,1,True
DIOD,2020-07-13,2020,-0.5641925119588884,-19017.383429913705,False,trail_ma,28,3,0.06185,0.15178,0.40749769403083413,0.8431,22,-0.06413079715539372,3,True
DIS,2007-02-08,2007,-1.018999703332846,-4833.741277470698,False,stop,1,3,0.02723,0.06352,0.42868387909319905,0.7591,34,0.04005797470561667,26,True
DIS,2015-08-03,2015,-3.1826758243068607,-14052.637489213806,False,stop_gap,2,3,0.01768,0.03729,0.47412174845803173,0.8544,40,0.07849529369668784,2,True
DK,2012-12-11,2012,-0.8018041678204938,-9124.588710551468,False,trail_ma,11,3,0.06342,0.13523,0.4689787768986172,0.9955,29,0.02157650906424813,6,True
DKL,2021-10-13,2021,-1.0156715009227495,-55791.82674319869,False,stop,16,5,0.06692,0.163,0.41055214723926375,0.6536,59,0.11564411118937223,7,True
DLR,2005-11-29,2005,5.971730618577352,14493.51312735216,True,target,95,3,0.04709,0.12409,0.3794826335724071,0.7264,57,0.12930429681790967,4,True
DLR,2009-12-02,2009,0.0840591059682093,439.05675513262446,True,trail_ma,37,3,0.04978,0.10599,0.469666949712237,0.7069,28,-0.03754385435024321,25,True
DMC,2007-09-17,2007,5.975929899077251,7199.229541160013,True,target,31,4,0.0705,0.18014,0.39136227378705446,0.8595,37,0.01774941803785124,2,True
DMC,2014-12-01,2014,-1.0380414276051098,-12492.197115270006,False,stop,7,3,0.02597,0.08775,0.29595441595441596,0.9654,29,0.028941382884013267,9,True
DMC,2016-10-13,2016,-0.0458457360838035,-73.62410810725862,False,stop,6,3,0.02305,0.05187,0.4443801812222865,0.6831,47,-0.006564563525936373,1,True
DNOW,2023-01-31,2023,-0.0168713009227492,-886.3646083156499,False,stop,13,5,0.09013,0.23087,0.3903928617836878,0.8364,66,0.07969797006582757,31,True
DOC,2018-12-03,2018,-1.0298673149751758,-18401.587798825683,False,stop,9,3,0.03186,0.0671,0.4748137108792846,0.6882,35,0.12768030504422767,2,True
DPZ,2005-12-23,2005,-0.6937479902429272,-752.2761823108685,False,trail_ma,5,3,0.04,0.09073,0.4408685109666042,0.8029,29,-0.03082370636785492,1,True
DPZ,2011-05-04,2011,5.973676761538567,70514.76054279754,True,target,46,3,0.03624,0.10278,0.35259778166958555,0.8209,31,0.049971809908199605,21,True
DRH,2026-01-27,2026,-0.0202224689373014,-808.8374554052763,False,stop,27,3,0.0417,0.09023,0.46215227751302224,0.6111,38,-0.0010616175336856104,13,True
DVA,2004-02-02,2004,3.21875446815134,6424.602050960721,True,trail_ma,69,3,0.054,0.11407,0.47339353028841935,0.8924,42,0.013941703591631827,10,True
DVA,2020-06-05,2020,-0.0168713009227495,-559.7315898542355,False,stop,3,6,0.08044,0.22944,0.3505927475592747,0.7117,52,0.025644198011896213,4,True
DXC,2016-03-29,2016,6.612802706324055,12181.799466295644,True,target_gap,41,3,0.04013,0.2451,0.16372909016727866,0.6606,27,-0.03888028334117888,9,True
DXC,2017-08-08,2017,5.932745954421361,52504.07579737112,True,target,43,3,0.01684,0.08841,0.1904761904761905,0.6121,45,-0.020572346178175938,13,True
DXPE,2012-12-28,2012,5.97592989907725,66771.54775216289,True,target,45,4,0.07039,0.18518,0.3801166432660114,0.9885,30,-0.06811146356381004,7,True
DY,2015-11-03,2015,-0.0168713009227506,-103.10180768097598,False,stop,15,4,0.09402,0.2,0.4701,0.9331,55,0.14584527020188154,2,True
EA,2013-07-26,2013,1.4171744411779694,17785.68243459954,True,trail_ma,41,3,0.04492,0.11454,0.392177405273267,0.7169,30,0.035080113385835165,4,True
EAF,2021-02-25,2021,-1.0165776520879168,-56018.76941198579,False,stop,1,3,0.0645,0.19286,0.3344394897853365,0.8831,50,0.2333656801062427,2,True
EAT,2014-10-13,2014,-0.5205157564868719,-11977.885643220072,False,trail_ma,7,3,0.02771,0.14655,0.18908222449675877,0.7534,49,-0.03075122365513272,28,True
EBAY,2016-10-18,2016,-1.5180321211035976,-25098.36258688478,False,stop_gap,2,3,0.03619,0.10621,0.34074004331042274,0.6402,43,0.2625250135557613,38,True
EBAY,2025-02-24,2025,-1.5318233808259536,-37162.49771701738,False,stop_gap,3,4,0.02692,0.08689,0.3098170100126597,0.7252,33,0.021798135591889922,10,True
ED,2012-01-03,2012,-0.9081436327142663,-9769.251501976862,False,trail_ma,8,3,0.02575,0.05326,0.48347728126173484,0.8512,32,0.008644605089554558,13,True
EDU,2010-09-13,2010,-1.090568970187496,-3478.399494280586,False,stop_gap,9,3,0.05678,0.12298,0.46170108960806633,0.6467,30,-0.039321386111920154,27,True
EEFT,2004-04-30,2004,-0.055123774699596,-85.22067835976813,False,stop_gap,9,5,0.07559,0.18263,0.4138969501177244,0.8118,76,0.03052631177400289,4,True
EEFT,2015-05-06,2015,-0.0310911507514354,-73.99698461753601,False,stop,5,3,0.02914,0.10768,0.27061664190193163,0.5881,30,-0.0006891956391517073,16,True
EFSC,2016-10-12,2016,3.3168001923158887,52229.83334336603,True,trail_ma,66,6,0.03812,0.08328,0.4577329490874159,0.7378,75,0.098963544707388,15,True
EFX,2005-04-13,2005,-1.065302344202737,-1002.033514127105,False,trail_ma,2,6,0.02576,0.08452,0.3047799337434927,0.7716,64,0.05499120157357584,4,True
EG,2012-04-26,2012,1.1810669669052942,8485.257729737335,True,trail_ma,60,5,0.01798,0.05191,0.3463687150837989,0.7445,39,0.05689420965758196,14,True
EG,2019-11-26,2019,0.704105908218363,10119.103801242574,True,trail_ma,41,3,0.01885,0.07701,0.24477340605116218,0.8374,64,0.08295518236620003,2,True
EGHT,2014-01-23,2014,-1.020125755535686,-19383.15913939481,False,stop,1,3,0.05324,0.15399,0.3457367361516982,0.8515,36,0.07129277256319,3,True
EGO,2006-04-20,2006,-0.0168713009227501,-62.81695070277885,False,stop,12,3,0.07255,0.15222,0.4766127972671134,0.9623,30,0.07822398329718827,3,True
EHTH,2012-12-17,2012,-0.0308538091275902,-239.1754422903801,False,stop,10,3,0.03581,0.07454,0.4804132009659244,0.7241,36,0.22824075083837236,4,True
EIG,2017-11-29,2017,-1.0185053066775875,-1887.4791274497488,False,stop,2,3,0.04542,0.09261,0.4904437965662456,0.9145,54,0.16295452019412227,6,True
EIG,2023-02-17,2023,-0.0292756504504675,-863.9275001686093,False,stop,1,4,0.03791,0.11038,0.34344990034426526,0.6883,50,-0.030966519292916717,3,True
EIX,2005-02-18,2005,-1.0550864417621808,-937.2074371220208,False,stop,1,3,0.01818,0.07231,0.2514175079518739,0.8777,55,0.023367453288377638,3,True
EIX,2014-12-16,2014,0.6756129841135715,7485.839305231835,True,trail_ma,36,4,0.03002,0.06786,0.44238137341585615,0.9196,45,0.09008420462756783,18,True
EL,2016-05-02,2016,-1.0414389168616902,-6279.041200916575,False,stop,1,5,0.02503,0.05609,0.4462471028703869,0.6307,44,0.05601702728147773,14,True
ELV,2018-09-07,2018,-0.0320778587286579,-1.166894463200947,False,stop,24,5,0.02697,0.10513,0.2565395224959574,0.7519,85,0.09408138204660044,8,True
EMA,2025-08-01,2025,-0.0538998051423875,-852.895156635769,False,stop,24,6,0.01913,0.09347,0.2046645982668236,0.5813,55,0.017957562931240734,1,True
EMBJ,2023-08-23,2023,-0.481602264664267,-25600.58200906916,False,trail_ma,11,3,0.06057,0.17736,0.3415087956698241,0.6833,24,-0.1137689114664443,23,True
EMN,2007-07-25,2007,-1.0174022273137842,-4896.61166351965,False,stop,2,3,0.03088,0.06512,0.47420147420147424,0.8485,31,0.02056806873821837,7,True
EMN,2013-02-01,2013,-0.0327387750606457,-256.1472902207075,False,stop,12,3,0.02672,0.11109,0.24052569988297778,0.5794,55,0.16816080239660014,8,True
EMN,2018-02-05,2018,-1.2555261512052138,-19708.86197281338,False,stop_gap,1,6,0.02209,0.05253,0.42052160670093275,0.7869,67,0.0817271796734671,14,True
EMR,2018-10-02,2018,-1.035386095622662,-14100.638041427474,False,stop,6,5,0.02318,0.08418,0.2753623188405797,0.803,57,0.0460087798487252,24,True
ENB,2010-11-10,2010,-0.3402019642444566,-1873.9162553580325,False,trail_ma,22,4,0.02734,0.07555,0.3618795499669093,0.9839,63,0.09422088552605867,13,True
ENPH,2014-07-18,2014,5.9759298990772525,129972.8166476113,True,target,21,6,0.08231,0.2042,0.40308521057786484,0.711,53,0.04900817867561891,21,True
ENSG,2024-06-17,2024,5.959263813390976,161516.21501937715,True,target,28,3,0.03269,0.0859,0.3805587892898719,0.9971,23,-0.05640129317601794,32,True
ENTA,2014-11-24,2014,-0.019224887807716,-437.7538241631647,False,stop,4,3,0.05941,0.1491,0.39845741113346744,0.8564,19,-0.06269335554338273,5,True
ENTG,2011-06-15,2011,-0.0168713009227511,-54.84024636995951,False,stop,18,4,0.08843,0.25105,0.35224058952399917,0.7731,59,-0.033755228084767275,12,True
ENTG,2020-06-03,2020,-0.0209755065953921,-793.8638242382053,False,stop,6,4,0.05388,0.11885,0.45334455195624734,0.8802,30,0.1376818550071861,2,True
EPAC,2024-04-15,2024,-0.0168713009227487,-950.3029979663992,False,stop,49,3,0.06556,0.14238,0.4604579294844781,0.8454,53,0.04189435252436735,25,True
EPAM,2018-03-09,2018,-1.0156715009227506,-30763.608790378534,False,stop,10,3,0.05834,0.1439,0.40542043085476026,0.9999,27,-0.010488336942433452,2,True
EPR,2005-04-20,2005,0.8729590582235246,1331.6244345420832,True,trail_ma,60,4,0.02402,0.09413,0.2551790077552321,0.7058,42,-0.05444051309787157,3,True
EPRT,2019-09-12,2019,3.0351424729068546,57097.76096729257,True,trail_ma,64,5,0.02939,0.10994,0.2673276332545025,0.5128,49,0.04048467853458826,11,True
EQIX,2004-06-23,2004,-0.02297530480428,-3.367285638117245,False,stop,2,6,0.04458,0.1454,0.3066024759284732,0.6599,66,-0.06335759163191679,4,True
EQIX,2007-06-28,2007,-0.0168713009227496,-82.67596609833637,False,stop,17,3,0.04588,0.1288,0.3562111801242236,0.7339,22,-0.07144407224497473,21,True
EQIX,2016-05-24,2016,1.9234661847887289,21012.26465841986,True,trail_ma,47,5,0.03484,0.19113,0.18228430910898344,0.8002,78,0.11057835755015843,1,True
ERIC,2004-04-22,2004,-1.0156715009227508,-2163.4949961256907,False,stop,1,3,0.07113,0.15441,0.4606566932193511,0.6022,29,0.002546823567003198,3,True
ERIE,2020-08-21,2020,-1.0156715009227488,-41687.62247516869,False,stop,3,5,0.03629,0.175,0.2073714285714286,0.4578,58,0.13481831639136788,16,True
ES,2006-10-03,2006,3.615510620058937,10268.828041725732,True,trail_ma,73,4,0.02059,0.0428,0.48107476635514024,0.9244,49,0.08559154595236662,29,True
ESE,2020-01-03,2020,0.5205895749814649,13134.480050320924,True,trail_ma,35,4,0.04443,0.09797,0.453506175359804,0.8359,59,0.08398970517708793,18,True
ESE,2023-01-31,2023,-0.0306942896889231,-1295.0542039061254,False,stop,7,3,0.03601,0.11687,0.3081201334816463,0.8736,34,-0.012493156302767261,5,True
ESLT,2016-08-18,2016,-1.031938026540305,-8304.448810644026,False,stop_gap,8,4,0.02925,0.05969,0.49003183112749205,0.8734,42,0.061687198535077314,9,True
ESLT,2017-08-10,2017,5.933256854064439,56553.1779532095,True,target,20,4,0.01422,0.04173,0.3407620416966211,0.7461,28,-0.016331703452815094,15,True
ESRT,2024-01-31,2024,-1.0186591099910165,-43795.08010000429,False,stop,1,6,0.048,0.10379,0.46247229983620775,0.7147,56,0.22540913410765362,16,True
ESS,2006-03-09,2006,0.0893315830853117,285.7120016305192,True,trail_ma,25,6,0.02731,0.1148,0.23789198606271778,0.9268,75,0.0987217497441748,33,True
ESS,2021-10-27,2021,-1.0381903748395052,-11470.843645391378,False,stop,6,4,0.02166,0.07002,0.3093401885175664,0.944,59,0.007298371927544345,3,True
ESTA,2023-03-01,2023,-1.0156715009227513,-46130.78832994939,False,stop,7,3,0.07475,0.21545,0.3469482478533302,0.8276,28,-0.05480180482071173,24,True
ET,2010-08-06,2010,-1.022737025626434,-4504.170541654466,False,stop,1,5,0.04708,0.20111,0.23410074088807117,0.9999,66,0.03924357131317158,10,True
ET,2012-10-15,2012,-1.0571214152142476,-4770.109169277111,False,stop,4,4,0.01744,0.05369,0.32482771465822313,0.7986,39,0.06290187983323747,21,True
ET,2015-05-08,2015,-0.5763217103695621,-10722.830627123922,False,trail_ma,31,3,0.04509,0.09794,0.4603839085154176,0.7683,35,0.01571890197999193,10,True
ETSY,2019-02-05,2019,-0.1005792734221049,-2336.8223352746195,False,stop_gap,1,3,0.05834,0.27524,0.21196047086179337,0.7205,35,-0.03572044292617227,1,True
EVER,2024-04-17,2024,-1.1258783842443385,-61744.75645091849,False,stop_gap,1,3,0.09477,0.29794,0.3180841780224206,0.9298,33,-0.00393313289606223,2,True
EVR,2011-06-10,2011,-0.5278343546658897,-6274.470136039335,False,trail_ma,3,3,0.05831,0.14411,0.4046214697106377,0.6927,39,-0.002553199419783825,33,True
EW,2010-09-13,2010,-1.0211478834797578,-5576.154398301655,False,stop,1,5,0.03769,0.08304,0.4538776493256262,0.8162,49,0.047142813789599725,9,True
EXEL,2009-09-02,2009,-0.0337077704837899,-157.12627402495914,False,trail_ma,21,3,0.0662,0.16339,0.4051655548075157,0.6967,38,0.1299212317567544,9,True
EXK,2011-02-18,2011,5.97592989907725,52385.868907870434,True,target,10,3,0.06993,0.19246,0.36334822820326307,0.7396,30,-0.07022106083679402,3,True
EXPD,2018-08-07,2018,-0.2975039999156761,-4947.815453629017,False,trail_ma,2,3,0.02976,0.06001,0.49591734710881524,0.7723,19,-0.02724061798945354,12,True
EXPE,2025-10-23,2025,-0.7530473677352916,-25210.511077076957,False,trail_ma,8,3,0.03322,0.10186,0.326133909287257,0.8578,30,0.11770489734747347,34,True
EYE,2025-09-18,2025,0.2332224000134458,8656.329850959322,True,trail_ma,24,3,0.0582,0.12022,0.48411246048910334,0.4929,28,-0.06358612281818754,3,True
EZPW,2011-05-31,2011,-0.5071348494296177,-3602.5915120258496,False,trail_ma,5,3,0.05484,0.16022,0.3422793658719261,0.6336,31,-0.057436560480937815,6,True
FA,2024-01-02,2024,-1.0289461257756591,-26461.71282789924,False,stop,1,3,0.03515,0.11541,0.3045663287410103,0.9634,54,0.14029023465858037,3,True
FAF,2015-04-27,2015,-1.0170628362346157,-22012.072163640845,False,stop,3,3,0.02366,0.12238,0.19333224383069128,0.6048,40,-0.03005163581611381,9,True
FBIN,2013-02-01,2013,-0.0178594294655711,-210.0295516150104,False,stop,12,5,0.03112,0.13705,0.22707041225829988,0.7432,53,0.042950543523992524,8,True
FBIN,2014-01-24,2014,-1.0212449657245777,-21851.869678624174,False,stop,1,5,0.02908,0.12087,0.24058906262927113,0.8165,66,0.07564507678705912,10,True
FDP,2007-09-17,2007,5.974770284109964,27919.458142802272,True,target,29,4,0.06355,0.18014,0.3527811702009548,0.8679,36,0.010196687249216074,3,True
FDP,2014-12-01,2014,-1.038041609813133,-12492.142178454762,False,stop,7,3,0.02597,0.08775,0.29595441595441596,0.9654,29,0.028941527526561872,9,True
FDS,2017-12-04,2017,-1.5570651182956874,-30618.31504200756,False,stop_gap,11,5,0.02065,0.06444,0.3204531346989448,0.6751,78,0.1716619462868878,9,True
FE,2006-11-03,2006,0.1607307603341953,416.4263364793507,True,trail_ma,42,3,0.02087,0.04243,0.49186896064105584,0.9152,28,0.008348340836425105,16,True
FET,2025-09-18,2025,-0.0242451797289587,-779.2962997258386,False,stop,8,3,0.04644,0.12885,0.360419091967404,0.9598,29,0.28365392991777316,7,True
FFIC,2021-11-26,2021,-0.430847453473288,-32706.243425086686,False,trail_ma,4,3,0.03975,0.09274,0.42861764071598013,0.6131,39,0.021747442965415198,24,True
FFIC,2026-04-09,2026,-0.2502123971941188,-9151.76460779589,False,trail_ma,25,4,0.05151,0.11748,0.4384576098059244,0.8201,30,-0.07903143327237394,5,True
FFIN,2016-09-13,2016,0.039773322576903,602.2408790300971,True,trail_ma,25,4,0.03936,0.11134,0.3535117657625292,0.4961,38,0.06465112306187559,18,True
FFIV,2009-09-30,2009,-1.0307615478395715,-706.8747449739,False,stop,2,3,0.03446,0.11661,0.29551496441128544,0.5249,34,0.030318687854860027,6,True
FFIV,2025-10-08,2025,-1.023643023756983,-27656.09898042832,False,stop,6,5,0.03505,0.07662,0.45745236230749153,0.8476,46,-0.014371220937032136,2,True
FHI,2007-11-14,2007,-1.0156715009227493,-5233.982148938951,False,stop,1,3,0.07676,0.24389,0.31473205133461807,0.7674,66,0.04323282090510072,14,True
FHI,2025-06-12,2025,5.952859050801936,119864.16610101356,True,target,35,5,0.02693,0.15236,0.1767524284589131,0.9321,44,0.04101557349009388,5,True
FI,2020-01-28,2020,-0.0289910007679573,-824.3072459227226,False,stop,11,6,0.02966,0.06566,0.45172098690222356,0.8688,73,0.10528285536587756,13,True
FIS,2010-07-28,2010,-1.0352482848897755,-3178.113348546278,False,stop,5,5,0.02522,0.16342,0.15432627585362868,0.9263,54,-0.08376177694673737,3,True
FIS,2015-10-30,2015,-1.83194055580817,-33405.647062026714,False,stop_gap,2,4,0.03531,0.0982,0.35957230142566193,0.7926,42,-0.005275672036315404,8,True
FISV,2020-02-12,2020,-0.6489770664278878,-23780.792745064904,False,trail_ma,8,6,0.02966,0.06566,0.45172098690222356,0.8745,73,0.10528285536587756,24,True
FIX,2023-08-24,2023,-0.0225340626210205,-487.9747676217647,False,stop,17,3,0.05021,0.10882,0.4614041536482264,0.9629,26,0.058359133029816546,1,True
FLEX,2023-07-27,2023,-1.020547883181938,-64250.01173068592,False,stop,1,4,0.03473,0.11395,0.30478279947345327,0.5151,60,0.27301743022562697,12,True
FLG,2015-10-28,2015,-1.185375085246953,-15735.20935523802,False,stop_gap,1,5,0.03456,0.23743,0.1455586909826054,0.558,44,0.00588232953754253,7,True
FLL,2021-05-24,2021,-0.0168713009227494,-167.5021068344148,False,stop,1,3,0.0971,0.32389,0.29979313964617615,0.6639,37,0.011133568360638613,11,True
FLNA,2011-05-24,2011,-0.0191213703945819,-230.59638899467325,False,stop,12,3,0.05447,0.17647,0.30866436221454074,0.3971,32,-0.1147539677097863,1,True
FLO,2018-04-10,2018,-0.4646714308647273,-897.9983489674484,False,trail_ma,26,5,0.04821,0.09791,0.4923909713001737,0.8953,67,0.080927788866898,9,True
FMC,2004-07-01,2004,-0.6389759232213436,-667.2714266029303,False,trail_ma,5,3,0.05157,0.14428,0.357429997227613,0.7684,39,-0.057269938940737175,8,True
FMS,2011-07-21,2011,-0.912272803531995,-12117.2269201014,False,trail_ma,9,5,0.05012,0.1132,0.44275618374558307,0.8545,53,-0.03092230920405603,4,True
FMX,2005-12-21,2005,5.969844668404304,13053.536943451963,True,target,58,4,0.04072,0.09602,0.4240783170172881,0.8772,51,-0.000995978508644746,5,True
